isla;especie_nombre;raza_nombre;tipo_animal_ganado_nombre;censo
El Hierro;Conejos;Californiana;Reproductores macho;4
El Hierro;Caprinos;Majorera;Cebo;4
El Hierro;Bovinos;Fleickvieh;Cebo;4
El Hierro;Bovinos;Charolaise;Reproductores macho;4
El Hierro;Porcinos;Mestiza;Verracos;3
El Hierro;Conejos;Californiana;Reproductoras hembra;3
El Hierro;Caprinos;Mestiza;Reproductoras hembra;3
El Hierro;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;3
El Hierro;Caballos;Anglo-Árabe;Hembras de vientre con más de 36 meses;3
El Hierro;Bovinos;Frisona Europea;Reproductores macho;3
El Hierro;Bovinos;Blonde D'Aquitaine;Reproductoras hembra;3
El Hierro;Mulas;Mestiza;No reproductores con más de 36 meses;2
El Hierro;Gallinas;Desconocido;Granjas de producción para carne;2
El Hierro;Conejos;Angora;Madres;2
El Hierro;Caballos;Pony Shetland;No reproductores con más de 36 meses;2
El Hierro;Caballos;Otro;Hembras de vientre con más de 36 meses;2
El Hierro;Caballos;Anglo-Árabe;Sementales con más de 36 meses;2
El Hierro;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;2
El Hierro;Bovinos;Simmentahl;Reproductoras hembra;2
El Hierro;Bovinos;Montbeliarde;Reproductoras hembra;2
El Hierro;Bovinos;Holstein Frisona;Reproductores macho;2
El Hierro;Bovinos;Blonde D'Aquitaine;Reproductores macho;2
El Hierro;Asnos;Andaluz;No reproductores con más de 36 meses;2
El Hierro;Mulas;Mestiza;Sementales con más de 36 meses;1
El Hierro;Conejos;Neozelandés;Abuelos;1
El Hierro;Conejos;Angora;Padres;1
El Hierro;Caprinos;Desconocido;Reproductoras hembra;1
El Hierro;Caprinos;Agrupación Canaria;Reproductoras hembra;1
El Hierro;Caballos;Shagya;No reproductores con más de 36 meses;1
El Hierro;Caballos;Quarter Horse;Sementales con más de 36 meses;1
El Hierro;Caballos;Quarter Horse;No reproductores con más de 36 meses;1
El Hierro;Caballos;Quarter Horse;Hembras de vientre con más de 36 meses;1
El Hierro;Caballos;Pura Raza Árabe (PRA);No reproductores con más de 36 meses;1
El Hierro;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;1
El Hierro;Caballos;Danés;Hembras de vientre con más de 36 meses;1
El Hierro;Bovinos;Salers;Reproductoras hembra;1
El Hierro;Bovinos;Rubia Gallega;Reproductoras hembra;1
El Hierro;Asnos;Mestiza;No reproductores con más de 36 meses;1
El Hierro;Asnos;Mestiza;Hembras de vientre con más de 36 meses;1
El Hierro;Asnos;Majorera;Hembras de vientre con más de 36 meses;1
El Hierro;Asnos;Andaluz;Hembras de vientre con más de 36 meses;1
