isla;municipio_nombre;especie_nombre;raza_nombre;tipo_animal_ganado_nombre;censo
Tenerife;Arona;Dorada (Sparus aurata);No aplicable;Nº de adultos de engorde;2185000
Tenerife;Arona;Lubina o robalo (Dicentrarchus labrax);No aplicable;Nº de adultos de engorde;1845000
Tenerife;Adeje;Dorada (Sparus aurata);No aplicable;Nº de adultos de engorde;940000
Tenerife;Adeje;Lubina o robalo (Dicentrarchus labrax);No aplicable;Nº de adultos de engorde;575000
Tenerife;Santa Cruz de Tenerife;Pulpo (Octopus vulgaris);No aplicable;Nº de huevos;500000
Tenerife;Arico;Gallinas;Desconocido;Granjas de producción para carne;244000
Tenerife;Güímar;Gallinas;Desconocido;Granjas de producción para carne;206020
Tenerife;Arico;Gallinas;Desconocido;Incubadoras;115200
Tenerife;San Cristóbal de La Laguna;Gallinas;Desconocido;Granjas de producción para carne;113000
Tenerife;Granadilla de Abona;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;102103
Tenerife;Güímar;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;100682
Tenerife;Tacoronte;Gallinas;Desconocido;Incubadoras;93000
Tenerife;San Juan de la Rambla;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;84840
Tenerife;Tacoronte;Gallinas;Desconocido;Granjas de producción para carne;80000
Tenerife;La Orotava;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;66900
Tenerife;San Cristóbal de La Laguna;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;60000
Tenerife;Candelaria;Gallinas;Desconocido;Granjas de producción para carne;44000
Tenerife;Arafo;Gallinas;Desconocido;Granjas de producción para carne;41000
Tenerife;San Juan de la Rambla;Gallinas;Desconocido;Granjas de producción para carne;40000
Tenerife;Candelaria;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;38295
Tenerife;Los Realejos;Gallinas;Desconocido;Granjas de producción para carne;37000
Tenerife;Arafo;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;36400
Tenerife;La Orotava;Gallinas;Desconocido;Granjas de producción para carne;36000
Tenerife;Arona;Gallinas;Desconocido;Granjas de producción para carne;35000
Tenerife;Guía de Isora;Gallinas;Desconocido;Granjas de producción para carne;32000
Tenerife;San Cristóbal de La Laguna;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);30000
Tenerife;Tegueste;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;29200
Tenerife;Güímar;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);28000
Tenerife;Tegueste;Gallinas;Desconocido;Granjas de producción para carne;27000
Tenerife;Arona;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;23000
Tenerife;Candelaria;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);20000
Tenerife;Santa Úrsula;Gallinas;Desconocido;Granjas de producción para carne;18500
Tenerife;Los Realejos;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;18040
Tenerife;Santa Cruz de Tenerife;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;16128
Tenerife;Icod de los Vinos;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;12029
Tenerife;Arafo;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);12015
Tenerife;Santa Cruz de Tenerife;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);12000
Tenerife;Los Realejos;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);12000
Tenerife;Arona;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);11930
Tenerife;Tegueste;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);10010
Tenerife;Fasnia;Caracoles;Desconocido;Total;10000
Tenerife;Granadilla de Abona;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;8953
Tenerife;Güímar;Gallinas;Desconocido;Granjas de producción para huevos. Campera;7195
Tenerife;La Orotava;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);7000
Tenerife;Vilaflor de Chasna;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;6500
Tenerife;La Orotava;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;6189
Tenerife;La Matanza de Acentejo;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;6032
Tenerife;Vilaflor de Chasna;Gallinas;Desconocido;Granjas de producción para huevos. Campera;5000
Tenerife;Vilaflor de Chasna;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);4900
Tenerife;Granadilla de Abona;Caprinos;Tinerfeña;Reproductoras hembra;4771
Tenerife;Santa Cruz de Tenerife;Gallinas;Desconocido;Granjas de producción para huevos. Campera;4619
Tenerife;Arico;Caprinos;Tinerfeña;Reproductoras hembra;4161
Tenerife;San Cristóbal de La Laguna;Conejos;Híbrido Selecto;Cebo;4005
Tenerife;Granadilla de Abona;Gallinas;Desconocido;Granjas de producción para huevos. Campera;3954
Tenerife;Güímar;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;3025
Tenerife;Güímar;Porcinos;Mestiza;Cebo;2737
Tenerife;La Orotava;Caprinos;Tinerfeña;Reproductoras hembra;2568
Tenerife;La Orotava;Gallinas;Desconocido;Granjas de producción para huevos. Campera;2510
Tenerife;La Orotava;Perdices;Desconocido;Granjas de selección para caza para repoblación;2500
Tenerife;Guía de Isora;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;2015
Tenerife;Tegueste;Gallinas;Desconocido;Granjas de producción para huevos. Campera;1950
Tenerife;Güímar;Porcinos;Mestiza;Recría/Transición;1861
Tenerife;La Orotava;Abejas;Negra Canaria;Trashumante;1660
Tenerife;Buenavista del Norte;Gallinas;Desconocido;Granjas de producción para huevos. Campera;1500
Tenerife;San Cristóbal de La Laguna;Porcinos;Mestiza;Cebo;1135
Tenerife;Arico;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;1127
Tenerife;Güímar;Conejos;Híbrido Selecto;Cebo;1122
Tenerife;Los Realejos;Caprinos;Tinerfeña;Reproductoras hembra;1118
Tenerife;Güímar;Caprinos;Majorera;Reproductoras hembra;1092
Tenerife;Arona;Caprinos;Tinerfeña;Reproductoras hembra;1082
Tenerife;Arona;Porcinos;Mestiza;Cebo;1080
Tenerife;Fasnia;Porcinos;Mestiza;Cebo;1074
Tenerife;San Cristóbal de La Laguna;Caprinos;Tinerfeña;Reproductoras hembra;1047
Tenerife;El Rosario;Caprinos;Tinerfeña;Reproductoras hembra;1028
Tenerife;La Orotava;Conejos;Híbrido Selecto;Cebo;1000
Tenerife;Arona;Porcinos;Mestiza;Lechones;978
Tenerife;Adeje;Caprinos;Majorera;Reproductoras hembra;887
Tenerife;Güímar;Porcinos;Mestiza;Lechones;874
Tenerife;Guía de Isora;Caprinos;Tinerfeña;Reproductoras hembra;832
Tenerife;Icod de los Vinos;Abejas;Negra Canaria;Trashumante;794
Tenerife;La Guancha;Abejas;Negra Canaria;Trashumante;731
Tenerife;Arona;Porcinos;Mestiza;Recría/Transición;715
Tenerife;Arico;Caprinos;Majorera;Reproductoras hembra;713
Tenerife;Arona;Ovinos;Canaria de Pelo;Reproductoras hembra;703
Tenerife;Icod de los Vinos;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;700
Tenerife;Granadilla de Abona;Bovinos;Angus;Cebo;700
Tenerife;San Cristóbal de La Laguna;Conejos;Híbrido Selecto;Madres;697
Tenerife;Los Realejos;Abejas;Negra Canaria;Trashumante;680
Tenerife;San Cristóbal de La Laguna;Porcinos;Mestiza;Recría/Transición;675
Tenerife;Granadilla de Abona;Caprinos;Tinerfeña;No reproductores menores de 4 meses;669
Tenerife;Granadilla de Abona;Ovinos;Canaria de Pelo;Reproductoras hembra;664
Tenerife;El Tanque;Porcinos;Mestiza;Cebo;660
Tenerife;Adeje;Porcinos;Mestiza;Cebo;648
Tenerife;Buenavista del Norte;Porcinos;Mestiza;Cebo;647
Tenerife;Tacoronte;Abejas;Negra Canaria;Trashumante;643
Tenerife;Adeje;Gallinas;Desconocido;Desconocido;640
Tenerife;Buenavista del Norte;Abejas;Negra Canaria;Trashumante;635
Tenerife;Tegueste;Abejas;Negra Canaria;Trashumante;607
Tenerife;Güímar;Abejas;Negra Canaria;Trashumante;604
Tenerife;Fasnia;Caprinos;Tinerfeña;Reproductoras hembra;584
Tenerife;Santa Úrsula;Abejas;Negra Canaria;Trashumante;565
Tenerife;Buenavista del Norte;Caprinos;Tinerfeña;Reproductoras hembra;563
Tenerife;Granadilla de Abona;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;556
Tenerife;Güímar;Conejos;Híbrido Selecto;Reproductoras hembra;550
Tenerife;San Cristóbal de La Laguna;Abejas;Negra Canaria;Estante;536
Tenerife;San Cristóbal de La Laguna;Porcinos;Mestiza;Lechones;530
Tenerife;Güímar;Porcinos;Mestiza;Cerdas;512
Tenerife;Buenavista del Norte;Porcinos;Mestiza;Lechones;510
Tenerife;San Juan de la Rambla;Abejas;Negra Canaria;Trashumante;507
Tenerife;Fasnia;Porcinos;Mestiza;Lechones;507
Tenerife;Santa Cruz de Tenerife;Pulpo (Octopus vulgaris);No aplicable;Nº de reproductores;500
Tenerife;Santa Cruz de Tenerife;Pez de limón (Seriola dumerili);No aplicable;Nº de reproductores;500
Tenerife;Santa Cruz de Tenerife;Mero (Epinephelus marginatus);No aplicable;Nº de reproductores;500
Tenerife;Santa Cruz de Tenerife;Dorada (Sparus aurata);No aplicable;Nº de reproductores;500
Tenerife;Arico;Caprinos;Tinerfeña;No reproductores menores de 4 meses;492
Tenerife;Güímar;Caprinos;Tinerfeña;Reproductoras hembra;489
Tenerife;La Orotava;Abejas;Negra Canaria;Estante;480
Tenerife;El Rosario;Ovinos;Canaria;Reproductoras hembra;477
Tenerife;El Sauzal;Caprinos;Tinerfeña;Reproductoras hembra;471
Tenerife;Santa Cruz de Tenerife;Caprinos;Tinerfeña;Reproductoras hembra;465
Tenerife;Fasnia;Porcinos;Mestiza;Recría/Transición;463
Tenerife;Tacoronte;Gallinas;Desconocido;Granjas de producción para huevos. Campera;445
Tenerife;Buenavista del Norte;Porcinos;Mestiza;Recría/Transición;445
Tenerife;Granadilla de Abona;Ovinos;Canaria;Reproductoras hembra;438
Tenerife;El Tanque;Porcinos;Mestiza;Lechones;438
Tenerife;San Cristóbal de La Laguna;Bovinos;Frisona Europea;Reproductoras hembra;436
Tenerife;San Miguel de Abona;Ovinos;Canaria de Pelo;Reproductoras hembra;435
Tenerife;La Orotava;Caprinos;Tinerfeña;No reproductores menores de 4 meses;404
Tenerife;La Matanza de Acentejo;Caprinos;Tinerfeña;Reproductoras hembra;404
Tenerife;Arona;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;401
Tenerife;San Cristóbal de La Laguna;Abejas;Negra Canaria;Trashumante;395
Tenerife;Tegueste;Abejas;Negra Canaria;Estante;371
Tenerife;Guía de Isora;Ovinos;Canaria de Pelo;Reproductoras hembra;370
Tenerife;San Cristóbal de La Laguna;Conejos;Híbrido Selecto;Reposición;368
Tenerife;San Cristóbal de La Laguna;Bovinos;Mestiza;Cebo;365
Tenerife;La Orotava;Conejos;Híbrido Selecto;Madres;350
Tenerife;Santa Cruz de Tenerife;Abejas;Negra Canaria;Estante;327
Tenerife;La Orotava;Porcinos;Mestiza;Lechones;310
Tenerife;Guía de Isora;Abejas;Negra Canaria;Trashumante;308
Tenerife;Candelaria;Caprinos;Tinerfeña;Reproductoras hembra;307
Tenerife;San Cristóbal de La Laguna;Porcinos;Mestiza;Cerdas;299
Tenerife;Adeje;Porcinos;Mestiza;Lechones;298
Tenerife;Adeje;Porcinos;Mestiza;Recría/Transición;295
Tenerife;Arico;Abejas;Negra Canaria;Trashumante;286
Tenerife;La Orotava;Caprinos;Agrupación Canaria;Reproductoras hembra;283
Tenerife;Guía de Isora;Porcinos;Mestiza;Cebo;282
Tenerife;Arona;Porcinos;Mestiza;Cerdas;280
Tenerife;La Orotava;Porcinos;Mestiza;Cebo;277
Tenerife;San Cristóbal de La Laguna;Bovinos;Canaria;Reproductoras hembra;276
Tenerife;Los Realejos;Caprinos;Tinerfeña;No reproductores menores de 4 meses;266
Tenerife;Fasnia;Bovinos;Blanc Blue Belge (BBB);Cebo;264
Tenerife;Arona;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;260
Tenerife;Güímar;Caprinos;Majorera;No reproductores menores de 4 meses;257
Tenerife;Güímar;Bovinos;Mestiza;Cebo;257
Tenerife;Guía de Isora;Abejas;Negra Canaria;Estante;254
Tenerife;Adeje;Abejas;Negra Canaria;Trashumante;253
Tenerife;Garachico;Abejas;Híbrida;Trashumante;250
Tenerife;El Rosario;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;250
Tenerife;Los Realejos;Porcinos;Mestiza;Cebo;249
Tenerife;La Orotava;Porcinos;Mestiza;Recría/Transición;247
Tenerife;Icod de los Vinos;Caprinos;Tinerfeña;Reproductoras hembra;247
Tenerife;Arona;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;245
Tenerife;Granadilla de Abona;Ovinos;Canaria;No reproductores menores de 4 meses;242
Tenerife;Fasnia;Porcinos;Mestiza;Cerdas;242
Tenerife;Tacoronte;Abejas;Negra Canaria;Estante;238
Tenerife;San Miguel de Abona;Caprinos;Majorera;Reproductoras hembra;233
Tenerife;Arico;Caprinos;Majorera;No reproductores de 4 a 12 meses;233
Tenerife;Arafo;Gallinas;Desconocido;Granjas de producción para huevos. Campera;229
Tenerife;San Miguel de Abona;Caprinos;Tinerfeña;Reproductoras hembra;228
Tenerife;Tacoronte;Caprinos;Tinerfeña;Reproductoras hembra;227
Tenerife;Granadilla de Abona;Ovinos;Canaria;No reproductores de 4 a 12 meses;226
Tenerife;Adeje;Caprinos;Tinerfeña;Reproductoras hembra;225
Tenerife;Guía de Isora;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;224
Tenerife;Granadilla de Abona;Caprinos;Agrupación Canaria;Reproductoras hembra;223
Tenerife;Guía de Isora;Porcinos;Mestiza;Lechones;221
Tenerife;San Miguel de Abona;Abejas;Negra Canaria;Trashumante;220
Tenerife;Fasnia;Abejas;Negra Canaria;Trashumante;216
Tenerife;El Rosario;Abejas;Negra Canaria;Estante;216
Tenerife;La Orotava;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;211
Tenerife;Los Realejos;Porcinos;Mestiza;Lechones;200
Tenerife;Arona;Codornices;Desconocido;Granjas de cría para carne;200
Tenerife;Arona;Caprinos;Tinerfeña;No reproductores menores de 4 meses;200
Tenerife;San Cristóbal de La Laguna;Conejos;Neozelandés;Cebo;190
Tenerife;Buenavista del Norte;Abejas;Negra Canaria;Estante;185
Tenerife;Adeje;Porcinos;Mestiza;Cerdas;185
Tenerife;Buenavista del Norte;Porcinos;Mestiza;Cerdas;180
Tenerife;Adeje;Abejas;Negra Canaria;Estante;179
Tenerife;Arico;Abejas;Negra Canaria;Estante;178
Tenerife;La Matanza de Acentejo;Abejas;Negra Canaria;Estante;173
Tenerife;Vilaflor de Chasna;Abejas;Negra Canaria;Trashumante;171
Tenerife;Arico;Caprinos;Tinerfeña;Reproductores macho;170
Tenerife;Arafo;Caprinos;Tinerfeña;Reproductoras hembra;170
Tenerife;El Rosario;Abejas;Negra Canaria;Trashumante;165
Tenerife;Guía de Isora;Caprinos;Tinerfeña;No reproductores menores de 4 meses;162
Tenerife;La Victoria de Acentejo;Abejas;Negra Canaria;Estante;160
Tenerife;Granadilla de Abona;Caprinos;Tinerfeña;Reproductores macho;154
Tenerife;San Miguel de Abona;Ovinos;Canaria de Pelo;Cebo;153
Tenerife;Guía de Isora;Porcinos;Mestiza;Recría/Transición;153
Tenerife;San Juan de la Rambla;Conejos;Desconocido;Cebo;150
Tenerife;San Cristóbal de La Laguna;Abejas;Desconocido;Estante;150
Tenerife;Los Realejos;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;150
Tenerife;Arafo;Abejas;Negra Canaria;Estante;150
Tenerife;Granadilla de Abona;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;149
Tenerife;Los Silos;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;147
Tenerife;San Miguel de Abona;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;145
Tenerife;Adeje;Porcinos;Negra Canaria;Cerdas;145
Tenerife;Güímar;Caprinos;Majorera;No reproductores de 4 a 12 meses;144
Tenerife;Santa Cruz de Tenerife;Abejas;Negra Canaria;Trashumante;140
Tenerife;San Cristóbal de La Laguna;Gallinas;Desconocido;Granjas de producción para huevos. Campera;140
Tenerife;El Sauzal;Abejas;Negra Canaria;Trashumante;140
Tenerife;Los Silos;Bovinos;Blanc Blue Belge (BBB);Cebo;139
Tenerife;San Cristóbal de La Laguna;Caprinos;Majorera;Reproductoras hembra;131
Tenerife;Candelaria;Abejas;Negra Canaria;Estante;131
Tenerife;Fasnia;Conejos;Híbrido Selecto;Cebo;130
Tenerife;San Miguel de Abona;Caprinos;Otro;Reproductoras hembra;129
Tenerife;San Cristóbal de La Laguna;Bovinos;Frisona Europea;Reposición;126
Tenerife;Fasnia;Bovinos;Frisona Europea;Reproductoras hembra;126
Tenerife;San Cristóbal de La Laguna;Bovinos;Canaria;Reproductores macho;125
Tenerife;Granadilla de Abona;Caprinos;Otro;Reproductoras hembra;125
Tenerife;Santiago del Teide;Abejas;Negra Canaria;Trashumante;124
Tenerife;Granadilla de Abona;Abejas;Negra Canaria;Estante;122
Tenerife;Adeje;Porcinos;Negra Canaria;Cebo;121
Tenerife;San Cristóbal de La Laguna;Conejos;Neozelandés;Reproductoras hembra;120
Tenerife;San Cristóbal de La Laguna;Caprinos;Tinerfeña;No reproductores menores de 4 meses;120
Tenerife;La Orotava;Conejos;Híbrido Selecto;Reposición;120
Tenerife;El Tanque;Porcinos;Yorkshire;Cerdas;120
Tenerife;Arico;Gallinas;Desconocido;Granjas de producción para huevos. Campera;120
Tenerife;Adeje;Porcinos;Negra Canaria;Lechones;120
Tenerife;El Rosario;Porcinos;Mestiza;Cebo;119
Tenerife;San Cristóbal de La Laguna;Bovinos;Canaria;Reposición;118
Tenerife;Santa Úrsula;Abejas;Negra Canaria;Estante;116
Tenerife;Arafo;Abejas;Negra Canaria;Trashumante;116
Tenerife;Icod de los Vinos;Abejas;Negra Canaria;Estante;115
Tenerife;El Sauzal;Caprinos;Tinerfeña;No reproductores menores de 4 meses;113
Tenerife;Fasnia;Abejas;Negra Canaria;Estante;112
Tenerife;Güímar;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;110
Tenerife;San Cristóbal de La Laguna;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;107
Tenerife;El Sauzal;Bovinos;Frisona Europea;Reposición;105
Tenerife;Tegueste;Porcinos;Negra Canaria;Cebo;103
Tenerife;La Orotava;Caprinos;Tinerfeña;Reproductores macho;103
Tenerife;Granadilla de Abona;Abejas;Negra Canaria;Trashumante;103
Tenerife;El Rosario;Porcinos;Mestiza;Lechones;102
Tenerife;San Cristóbal de La Laguna;Conejos;Híbrido Selecto;Abuelas;100
Tenerife;Güímar;Porcinos;Mestiza;Reposición;100
Tenerife;Güímar;Conejos;Híbrido Selecto;Reposición;100
Tenerife;El Tanque;Porcinos;Yorkshire;Cebo;100
Tenerife;El Rosario;Codornices;Desconocido;Granjas de producción para huevos;100
Tenerife;Tegueste;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;98
Tenerife;Los Realejos;Bovinos;Mestiza;Reproductoras hembra;97
Tenerife;Santa Cruz de Tenerife;Porcinos;Mestiza;Cebo;96
Tenerife;Güímar;Caprinos;Agrupación Canaria;Reproductoras hembra;95
Tenerife;Guía de Isora;Porcinos;Mestiza;Cerdas;95
Tenerife;Candelaria;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;95
Tenerife;Arafo;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;94
Tenerife;El Sauzal;Bovinos;Frisona Europea;Reproductoras hembra;93
Tenerife;Arona;Caprinos;Tinerfeña;Reproductores macho;93
Tenerife;La Matanza de Acentejo;Abejas;Negra Canaria;Trashumante;92
Tenerife;El Tanque;Abejas;Negra Canaria;Trashumante;92
Tenerife;Tegueste;Porcinos;Negra Canaria;Recría/Transición;90
Tenerife;Los Silos;Abejas;Híbrida;Trashumante;90
Tenerife;Los Realejos;Porcinos;Mestiza;Cerdas;90
Tenerife;La Orotava;Porcinos;Mestiza;Cerdas;90
Tenerife;Santiago del Teide;Caprinos;Tinerfeña;Reproductoras hembra;88
Tenerife;Güímar;Abejas;Negra Canaria;Estante;87
Tenerife;Candelaria;Caprinos;Mestiza;Reproductoras hembra;86
Tenerife;Buenavista del Norte;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;86
Tenerife;Santa Cruz de Tenerife;Caprinos;Tinerfeña;No reproductores menores de 4 meses;85
Tenerife;Fasnia;Caprinos;Tinerfeña;No reproductores menores de 4 meses;84
Tenerife;La Orotava;Caprinos;Agrupación Canaria;No reproductores de 4 a 12 meses;82
Tenerife;Güímar;Ovinos;Canaria;Reproductoras hembra;82
Tenerife;El Tanque;Porcinos;Mestiza;Cerdas;82
Tenerife;Candelaria;Caprinos;Tinerfeña;No reproductores menores de 4 meses;82
Tenerife;Arona;Porcinos;Negra Canaria;Cebo;82
Tenerife;San Cristóbal de La Laguna;Ovinos;Canaria de Pelo;Reproductoras hembra;81
Tenerife;Tacoronte;Porcinos;Mestiza;Lechones;80
Tenerife;Tacoronte;Porcinos;Mestiza;Cebo;80
Tenerife;Granadilla de Abona;Caprinos;Agrupación Canaria;No reproductores menores de 4 meses;80
Tenerife;San Cristóbal de La Laguna;Bovinos;Frisona Europea;Cebo;79
Tenerife;San Miguel de Abona;Caprinos;Majorera;No reproductores de 4 a 12 meses;78
Tenerife;Arona;Caballos;Caballo de Deporte Español;No reproductores con más de 36 meses;78
Tenerife;San Miguel de Abona;Caprinos;Mestiza;Reproductoras hembra;75
Tenerife;Garachico;Bovinos;Blanc Blue Belge (BBB);Cebo;75
Tenerife;El Tanque;Porcinos;Yorkshire;Lechones;75
Tenerife;Candelaria;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;75
Tenerife;Garachico;Gallinas;Desconocido;Desconocido;74
Tenerife;San Miguel de Abona;Abejas;Negra Canaria;Estante;70
Tenerife;El Tanque;Porcinos;Yorkshire;Recría/Transición;70
Tenerife;El Rosario;Conejos;Desconocido;Abuelos;70
Tenerife;Arafo;Bovinos;Mestiza;Cebo;70
Tenerife;Candelaria;Abejas;Negra Canaria;Trashumante;69
Tenerife;Adeje;Caprinos;Tinerfeña;No reproductores menores de 4 meses;67
Tenerife;Buenavista del Norte;Caprinos;Tinerfeña;No reproductores menores de 4 meses;66
Tenerife;Arona;Ovinos;Canaria de Pelo;Cebo;66
Tenerife;Vilaflor de Chasna;Abejas;Negra Canaria;Estante;65
Tenerife;Puerto de la Cruz;Abejas;Negra Canaria;Estante;65
Tenerife;Tacoronte;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;64
Tenerife;Guía de Isora;Caprinos;Tinerfeña;Reproductores macho;64
Tenerife;Tegueste;Porcinos;Negra Canaria;Lechones;63
Tenerife;La Orotava;Ovinos;Canaria de Pelo;Reproductoras hembra;62
Tenerife;El Rosario;Bovinos;Mestiza;Cebo;61
Tenerife;Tegueste;Caprinos;Tinerfeña;Reproductoras hembra;60
Tenerife;Fasnia;Bovinos;Frisona Europea;Reposición;60
Tenerife;Arona;Porcinos;Mestiza;Reposición;60
Tenerife;Los Silos;Abejas;Híbrida;Estante;59
Tenerife;Candelaria;Porcinos;Mestiza;Cebo;58
Tenerife;Candelaria;Gallinas;Desconocido;Granjas de producción para huevos. Campera;58
Tenerife;Icod de los Vinos;Caprinos;Tinerfeña;No reproductores menores de 4 meses;57
Tenerife;La Orotava;Ovinos;Canaria;Reproductoras hembra;56
Tenerife;Arona;Abejas;Negra Canaria;Estante;55
Tenerife;San Cristóbal de La Laguna;Ovinos;Canaria;Reproductoras hembra;54
Tenerife;Puerto de la Cruz;Caprinos;Tinerfeña;Reproductoras hembra;54
Tenerife;Candelaria;Ovinos;Canaria;Reproductoras hembra;54
Tenerife;Arico;Porcinos;Negra Canaria;Recría/Transición;53
Tenerife;Arico;Bovinos;Blonde D'Aquitaine;Reproductoras hembra;53
Tenerife;Santa Cruz de Tenerife;Caprinos;Agrupación Canaria;Reproductoras hembra;50
Tenerife;San Cristóbal de La Laguna;Pintadas;Desconocido;Granjas de multiplicación para huevos;50
Tenerife;Los Silos;Abejas;Negra Canaria;Trashumante;50
Tenerife;Garachico;Gallinas;Desconocido;Granjas de producción para huevos. Campera;50
Tenerife;Garachico;Abejas;Negra Canaria;Trashumante;50
Tenerife;Fasnia;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;50
Tenerife;El Sauzal;Abejas;Negra Canaria;Estante;50
Tenerife;El Rosario;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;50
Tenerife;Candelaria;Conejos;Híbrido Selecto;Cebo;50
Tenerife;Arico;Bovinos;Blonde D'Aquitaine;Cebo;50
Tenerife;San Cristóbal de La Laguna;Caprinos;Tinerfeña;Reproductores macho;49
Tenerife;La Victoria de Acentejo;Abejas;Negra Canaria;Trashumante;49
Tenerife;Arafo;Ovinos;Canaria;No reproductores de 4 a 12 meses;49
Tenerife;Adeje;Caprinos;Majorera;Reproductores macho;49
Tenerife;Granadilla de Abona;Caprinos;Majorera;Reproductoras hembra;48
Tenerife;Tegueste;Porcinos;Negra Canaria;Cerdas;47
Tenerife;El Rosario;Caprinos;Tinerfeña;No reproductores menores de 4 meses;47
Tenerife;La Guancha;Abejas;Negra Canaria;Estante;46
Tenerife;El Rosario;Ovinos;Canaria de Pelo;Reproductoras hembra;45
Tenerife;El Rosario;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;45
Tenerife;Los Realejos;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;44
Tenerife;Los Realejos;Caballos;Mestiza;Hembras de vientre con más de 36 meses;44
Tenerife;Candelaria;Ovinos;Canaria de Pelo;Reproductoras hembra;44
Tenerife;Arona;Porcinos;Negra Canaria;Lechones;44
Tenerife;Tacoronte;Conejos;Híbrido Selecto;Cebo;43
Tenerife;El Rosario;Caprinos;Majorera;Reproductoras hembra;43
Tenerife;Tacoronte;Bovinos;Canaria;Reproductoras hembra;42
Tenerife;La Victoria de Acentejo;Porcinos;Negra Canaria;Cebo;42
Tenerife;Güímar;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;42
Tenerife;Candelaria;Porcinos;Mestiza;Lechones;42
Tenerife;Santa Cruz de Tenerife;Porcinos;Mestiza;Lechones;41
Tenerife;Santa Cruz de Tenerife;Ovinos;Canaria de Pelo;Reproductoras hembra;41
Tenerife;Los Realejos;Caprinos;Tinerfeña;Reproductores macho;41
Tenerife;Güímar;Caprinos;Majorera;Reproductores macho;41
Tenerife;El Tanque;Caprinos;Tinerfeña;Reproductoras hembra;41
Tenerife;El Rosario;Bovinos;Frisona Europea;Reproductoras hembra;41
Tenerife;Arico;Porcinos;Negra Canaria;Lechones;41
Tenerife;Arico;Ovinos;Canaria de Pelo;Reproductoras hembra;41
Tenerife;Adeje;Bovinos;Blanc Blue Belge (BBB);Cebo;41
Tenerife;Vilaflor de Chasna;Caprinos;Tinerfeña;Reproductoras hembra;40
Tenerife;Tacoronte;Porcinos;Mestiza;Recría/Transición;40
Tenerife;Santa Cruz de Tenerife;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;40
Tenerife;San Miguel de Abona;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;40
Tenerife;San Cristóbal de La Laguna;Caprinos;Majorera;No reproductores menores de 4 meses;40
Tenerife;Granadilla de Abona;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;40
