isla;municipio_nombre;especie_nombre;raza_nombre;tipo_animal_ganado_nombre;censo
La Palma;Puntagorda;Bovinos;Palmera;Reproductores macho;1
La Palma;Puntagorda;Bovinos;Mestiza;Reproductores macho;1
La Palma;Puntagorda;Bovinos;Mestiza;Reproductoras hembra;1
La Palma;Puntagorda;Bovinos;Charolaise;Reproductoras hembra;1
La Palma;Los Llanos de Aridane;Porcinos;Negra Canaria;Verracos;1
La Palma;Los Llanos de Aridane;Ovinos;Palmera;Reproductores macho;1
La Palma;Los Llanos de Aridane;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;1
La Palma;Los Llanos de Aridane;Bovinos;Simmentahl;Reproductoras hembra;1
La Palma;Los Llanos de Aridane;Bovinos;Mestiza;Reposición;1
La Palma;Garafía;Ovinos;Canaria de Pelo;Reproductores macho;1
La Palma;Garafía;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;1
La Palma;Garafía;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;1
La Palma;Garafía;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;1
La Palma;Garafía;Caballos;Otro;Hembras de vientre con más de 36 meses;1
La Palma;Garafía;Caballos;Hispano-Árabe;Sementales con más de 36 meses;1
La Palma;Garafía;Bovinos;Simmentahl;Reproductoras hembra;1
La Palma;Fuencaliente de La Palma;Porcinos;Negra Canaria;Verracos;1
La Palma;Fuencaliente de La Palma;Porcinos;Negra Canaria;Cerdas;1
La Palma;Fuencaliente de La Palma;Dromedarios;Desconocido;Total;1
La Palma;Fuencaliente de La Palma;Caprinos;Mestiza;Reproductoras hembra;1
La Palma;El Paso;Porcinos;Negra Canaria;Cebo;1
La Palma;El Paso;Ovinos;Palmera;Reproductores macho;1
La Palma;El Paso;Ovinos;Mestiza;Reproductores macho;1
La Palma;El Paso;Caprinos;Mestiza;Reproductores macho;1
La Palma;El Paso;Caballos;Póney Cruzado;No reproductores con más de 36 meses;1
La Palma;El Paso;Caballos;Póney Cruzado;Hembras de vientre con más de 36 meses;1
La Palma;El Paso;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;1
La Palma;El Paso;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;1
La Palma;El Paso;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;1
La Palma;El Paso;Caballos;Otro;No reproductores con más de 36 meses;1
La Palma;El Paso;Caballos;Otro;Hembras de vientre con más de 36 meses;1
La Palma;El Paso;Caballos;Haflinger/Avelignese;No reproductores con más de 36 meses;1
La Palma;El Paso;Bovinos;Simmentahl;Cebo;1
La Palma;El Paso;Bovinos;Rubia Gallega;Reproductoras hembra;1
La Palma;El Paso;Bovinos;Frisona Europea;Reposición;1
La Palma;El Paso;Bovinos;Fleickvieh;Cebo;1
La Palma;El Paso;Bovinos;Charolaise;Reproductores macho;1
La Palma;El Paso;Bovinos;Asturiana de la Montaña;Reproductoras hembra;1
La Palma;El Paso;Asnos;Majorera;Sementales con más de 36 meses;1
La Palma;El Paso;Asnos;Majorera;Hembras de vientre con más de 36 meses;1
La Palma;El Paso;Asnos;Majorera;Animales mayores de 12 meses y menores de 36 meses;1
La Palma;El Paso;Asnos;Andaluz;No reproductores con más de 36 meses;1
La Palma;El Paso;Asnos;Andaluz;Hembras de vientre con más de 36 meses;1
La Palma;Breña Baja;Porcinos;Mestiza;Verracos;1
La Palma;Breña Baja;Porcinos;Mestiza;Cerdas;1
La Palma;Breña Baja;Conejos;Híbrido Selecto;Abuelos;1
La Palma;Breña Baja;Conejos;Común Gris Español;Padres;1
La Palma;Breña Baja;Caballos;Mestiza;Animales mayores de 6 meses y menores de 12 meses;1
La Palma;Breña Alta;Porcinos;Negra Canaria;Verracos;1
La Palma;Breña Alta;Ovinos;Palmera;Reproductores macho;1
La Palma;Breña Alta;Conejos;Desconocido;Padres;1
La Palma;Breña Alta;Caprinos;Otro;Reproductores macho;1
La Palma;Breña Alta;Caballos;Póney Cruzado;No reproductores con más de 36 meses;1
La Palma;Breña Alta;Caballos;Pura Sangre Inglés (PSI);No reproductores con más de 36 meses;1
La Palma;Breña Alta;Caballos;Pura Raza Árabe (PRA);No reproductores con más de 36 meses;1
La Palma;Breña Alta;Caballos;Mestiza;Hembras de vientre con más de 36 meses;1
La Palma;Breña Alta;Caballos;Hispano-Árabe;Hembras de vientre con más de 36 meses;1
La Palma;Breña Alta;Bovinos;Asturiana de los Valles;Cebo;1
La Gomera;San Sebastián de La Gomera;Conejos;Desconocido;Cebo;3000
La Gomera;San Sebastián de La Gomera;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;2889
La Gomera;San Sebastián de La Gomera;Caprinos;Majorera;Reproductoras hembra;1163
La Gomera;San Sebastián de La Gomera;Caprinos;Tinerfeña;Reproductoras hembra;981
La Gomera;San Sebastián de La Gomera;Conejos;Desconocido;Madres;900
La Gomera;San Sebastián de La Gomera;Abejas;Negra Canaria;Estante;860
La Gomera;Alajeró;Caprinos;Tinerfeña;Reproductoras hembra;580
La Gomera;San Sebastián de La Gomera;Caprinos;Majorera;No reproductores menores de 4 meses;480
La Gomera;Vallehermoso;Abejas;Negra Canaria;Estante;471
La Gomera;Valle Gran Rey;Abejas;Negra Canaria;Estante;358
La Gomera;San Sebastián de La Gomera;Conejos;Desconocido;Reposición;300
La Gomera;Hermigua;Abejas;Negra Canaria;Estante;263
La Gomera;Alajeró;Abejas;Negra Canaria;Estante;257
La Gomera;San Sebastián de La Gomera;Ovinos;Canaria;Reproductoras hembra;202
La Gomera;Vallehermoso;Caprinos;Tinerfeña;Reproductoras hembra;129
La Gomera;San Sebastián de La Gomera;Porcinos;Mestiza;Cebo;127
La Gomera;San Sebastián de La Gomera;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;125
La Gomera;San Sebastián de La Gomera;Caprinos;Tinerfeña;No reproductores menores de 4 meses;121
La Gomera;Vallehermoso;Porcinos;Mestiza;Cebo;112
La Gomera;Vallehermoso;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);100
La Gomera;San Sebastián de La Gomera;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);100
La Gomera;Alajeró;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;95
La Gomera;San Sebastián de La Gomera;Abejas;Negra Canaria;Trashumante;85
La Gomera;Valle Gran Rey;Caprinos;Tinerfeña;Reproductoras hembra;84
La Gomera;Vallehermoso;Ovinos;Canaria;Reproductoras hembra;61
La Gomera;San Sebastián de La Gomera;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;60
La Gomera;San Sebastián de La Gomera;Caprinos;Majorera;Reproductores macho;52
La Gomera;Alajeró;Abejas;Negra Canaria;Trashumante;51
La Gomera;San Sebastián de La Gomera;Ovinos;Canaria;No reproductores menores de 4 meses;50
La Gomera;Alajeró;Caprinos;Tinerfeña;No reproductores menores de 4 meses;49
La Gomera;San Sebastián de La Gomera;Caprinos;Tinerfeña;Reproductores macho;32
La Gomera;Vallehermoso;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;30
La Gomera;Alajeró;Ovinos;Canaria;Reproductoras hembra;30
La Gomera;Agulo;Gallinas;Desconocido;Granjas de producción para carne;30
La Gomera;Alajeró;Caprinos;Tinerfeña;Reproductores macho;25
La Gomera;San Sebastián de La Gomera;Porcinos;Mestiza;Cerdas;24
La Gomera;Vallehermoso;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;22
La Gomera;Vallehermoso;Abejas;Negra Canaria;Trashumante;20
La Gomera;San Sebastián de La Gomera;Ovinos;Canaria de Pelo;Reproductoras hembra;20
La Gomera;San Sebastián de La Gomera;Ovinos;Canaria;Reproductores macho;20
La Gomera;San Sebastián de La Gomera;Conejos;Desconocido;Padres;20
La Gomera;Agulo;Gallinas;Desconocido;Granjas de producción para huevos. Campera;20
La Gomera;San Sebastián de La Gomera;Porcinos;Mestiza;Lechones;17
La Gomera;San Sebastián de La Gomera;Patos;Desconocido;Granjas de producción para huevos;17
La Gomera;Vallehermoso;Caprinos;Tinerfeña;No reproductores menores de 4 meses;16
La Gomera;Valle Gran Rey;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;15
La Gomera;San Sebastián de La Gomera;Gallinas;Desconocido;Granjas de producción para huevos. Campera;15
La Gomera;Hermigua;Caprinos;Tinerfeña;Reproductoras hembra;13
La Gomera;Vallehermoso;Ovinos;Canaria de Pelo;Reproductoras hembra;10
La Gomera;Hermigua;Bovinos;Mestiza;Reproductoras hembra;9
La Gomera;San Sebastián de La Gomera;Porcinos;Negra Canaria;Cebo;8
La Gomera;Vallehermoso;Ovinos;Canaria;No reproductores menores de 4 meses;7
La Gomera;Hermigua;Bovinos;Mestiza;Reproductores macho;7
La Gomera;Alajeró;Ovinos;Canaria;No reproductores menores de 4 meses;7
La Gomera;Alajeró;Ovinos;Canaria;No reproductores de 4 a 12 meses;7
La Gomera;Agulo;Ovinos;Canaria;Reproductoras hembra;7
La Gomera;Agulo;Abejas;Negra Canaria;Estante;6
La Gomera;Vallehermoso;Caprinos;Tinerfeña;Reproductores macho;5
La Gomera;San Sebastián de La Gomera;Porcinos;Negra Canaria;Cerdas;5
La Gomera;San Sebastián de La Gomera;Conejos;Híbrido Selecto;Reposición;5
La Gomera;Agulo;Porcinos;Negra Canaria;Cebo;5
La Gomera;Agulo;Asnos;Mestiza;Hembras de vientre con más de 36 meses;5
La Gomera;San Sebastián de La Gomera;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;4
La Gomera;Agulo;Asnos;Mestiza;Sementales con más de 36 meses;4
La Gomera;Vallehermoso;Bovinos;Mestiza;Reproductoras hembra;3
La Gomera;San Sebastián de La Gomera;Porcinos;Negra Canaria;Lechones;3
La Gomera;San Sebastián de La Gomera;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;3
La Gomera;San Sebastián de La Gomera;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;3
La Gomera;San Sebastián de La Gomera;Bovinos;Frisona Europea;Reproductoras hembra;3
La Gomera;Hermigua;Bovinos;Mestiza;Reposición;3
La Gomera;Hermigua;Bovinos;Fleickvieh;Reproductoras hembra;3
La Gomera;Alajeró;Ovinos;Canaria;Reproductores macho;3
La Gomera;Alajeró;Caballos;Caballo de Deporte Español;Hembras de vientre con más de 36 meses;3
La Gomera;Agulo;Bovinos;Frisona Europea;Reproductoras hembra;3
La Gomera;Vallehermoso;Ovinos;Canaria;Reproductores macho;2
La Gomera;Vallehermoso;Asnos;Mestiza;No reproductores con más de 36 meses;2
La Gomera;Valle Gran Rey;Caprinos;Tinerfeña;Reproductores macho;2
La Gomera;San Sebastián de La Gomera;Porcinos;Mestiza;Verracos;2
La Gomera;San Sebastián de La Gomera;Ovinos;Canaria;Cebo;2
La Gomera;San Sebastián de La Gomera;Caballos;Pura Raza Árabe (PRA);Hembras de vientre con más de 36 meses;2
La Gomera;San Sebastián de La Gomera;Caballos;Pura Raza Española (PRE);Animales mayores de 12 meses y menores de 36 meses;2
La Gomera;San Sebastián de La Gomera;Caballos;Otro;No reproductores con más de 36 meses;2
La Gomera;San Sebastián de La Gomera;Caballos;Otro;Hembras de vientre con más de 36 meses;2
La Gomera;San Sebastián de La Gomera;Bovinos;Mestiza;Reproductoras hembra;2
La Gomera;San Sebastián de La Gomera;Bovinos;Mestiza;Reposición;2
La Gomera;Hermigua;Caprinos;Tinerfeña;No reproductores menores de 4 meses;2
La Gomera;Hermigua;Bovinos;Frisona Europea;Reproductoras hembra;2
La Gomera;Agulo;Ovinos;Canaria;Reproductores macho;2
La Gomera;Agulo;Caprinos;Tinerfeña;Reproductores macho;2
La Gomera;Agulo;Bovinos;Frisona Europea;Reposición;2
La Gomera;Vallehermoso;Ovinos;Canaria de Pelo;Reproductores macho;1
La Gomera;Vallehermoso;Bovinos;Mestiza;Reproductores macho;1
La Gomera;San Sebastián de La Gomera;Porcinos;Negra Canaria;Verracos;1
La Gomera;San Sebastián de La Gomera;Porcinos;Desconocido;Cebo;1
La Gomera;San Sebastián de La Gomera;Ovinos;Desconocido;Reproductores macho;1
La Gomera;San Sebastián de La Gomera;Ovinos;Canaria de Pelo;Reproductores macho;1
La Gomera;San Sebastián de La Gomera;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;1
La Gomera;San Sebastián de La Gomera;Conejos;Híbrido Selecto;Padres;1
La Gomera;San Sebastián de La Gomera;Conejos;Híbrido Selecto;Madres;1
La Gomera;San Sebastián de La Gomera;Caprinos;Majorera;No reproductores de 4 a 12 meses;1
La Gomera;San Sebastián de La Gomera;Caballos;Pura Raza Española (PRE);Animales con menos de 6 meses;1
La Gomera;Alajeró;Caballos;Caballo de Deporte Español;No reproductores con más de 36 meses;1
La Gomera;Alajeró;Caballos;Caballo de Deporte Español;Animales mayores de 12 meses y menores de 36 meses;1
La Gomera;Alajeró;Asnos;Mestiza;Sementales con más de 36 meses;1
La Gomera;Agulo;Ovinos;Canaria;No reproductores menores de 4 meses;1
La Gomera;Agulo;Otras ratites;Desconocido;Granjas de producción para carne;1
La Gomera;Agulo;Caprinos;Tinerfeña;Reproductoras hembra;1
La Gomera;Agulo;Caballos;Otro;Hembras de vientre con más de 36 meses;1
La Gomera;Agulo;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;1
Gran Canaria;Telde;Lubina o robalo (Dicentrarchus labrax);No aplicable;Nº de adultos de engorde;1510000
Gran Canaria;Telde;Dorada (Sparus aurata);No aplicable;Nº de adultos de engorde;1230000
Gran Canaria;San Bartolomé de Tirajana;Lubina o robalo (Dicentrarchus labrax);No aplicable;Nº de alevines;482081
Gran Canaria;Gáldar;Gallinas;Desconocido;Granjas de producción para carne;263000
Gran Canaria;Las Palmas de Gran Canaria;Gallinas;Desconocido;Incubadoras;153600
Gran Canaria;Moya;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;105878
Gran Canaria;Las Palmas de Gran Canaria;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;103835
Gran Canaria;Ingenio;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;99520
Gran Canaria;Telde;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);93095
Gran Canaria;Telde;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;65614
Gran Canaria;Agüimes;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);60000
Gran Canaria;Moya;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);57000
Gran Canaria;Arucas;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;52320
Gran Canaria;La Aldea de San Nicolás;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;48000
Gran Canaria;Gáldar;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);30000
Gran Canaria;Agüimes;Gallinas;Desconocido;Granjas de producción para huevos. Campera;27050
Gran Canaria;Ingenio;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);24500
Gran Canaria;Teror;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;23204
Gran Canaria;Telde;Gallinas;Desconocido;Granjas de producción para carne;22000
Gran Canaria;Arucas;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);22000
Gran Canaria;Mogán;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;20448
Gran Canaria;Gáldar;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;16500
Gran Canaria;Las Palmas de Gran Canaria;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);14000
Gran Canaria;Moya;Gallinas;Desconocido;Granjas de producción para carne;13400
Gran Canaria;Vega de San Mateo;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;10200
Gran Canaria;Ingenio;Gallinas;Desconocido;Granjas de producción para carne;10000
Gran Canaria;San Bartolomé de Tirajana;Caprinos;Majorera;Reproductoras hembra;9885
Gran Canaria;Agaete;Gallinas;Desconocido;Granjas de producción para carne;7000
Gran Canaria;Santa Lucía de Tirajana;Caprinos;Majorera;Reproductoras hembra;5505
Gran Canaria;La Aldea de San Nicolás;Caprinos;Majorera;Reproductoras hembra;5143
Gran Canaria;Agüimes;Caprinos;Majorera;Reproductoras hembra;4389
Gran Canaria;Santa Brígida;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;3370
Gran Canaria;Telde;Caprinos;Majorera;Reproductoras hembra;3288
Gran Canaria;Gáldar;Ovinos;Canaria;Reproductoras hembra;2610
Gran Canaria;San Bartolomé de Tirajana;Caprinos;Majorera;No reproductores menores de 4 meses;2548
Gran Canaria;San Bartolomé de Tirajana;Lubina o robalo (Dicentrarchus labrax);No aplicable;t de adultos de engorde / año;2340
Gran Canaria;Ingenio;Caprinos;Majorera;Reproductoras hembra;1819
Gran Canaria;San Bartolomé de Tirajana;Caprinos;Majorera;No reproductores de 4 a 12 meses;1765
Gran Canaria;Santa Lucía de Tirajana;Ovinos;Canaria;Reproductoras hembra;1555
Gran Canaria;Moya;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;1500
Gran Canaria;Arucas;Palomas;Desconocido;Desconocido;1500
Gran Canaria;Gáldar;Caprinos;Majorera;Reproductoras hembra;1484
Gran Canaria;Tejeda;Caprinos;Majorera;Reproductoras hembra;1434
Gran Canaria;Valsequillo de Gran Canaria;Abejas;Negra Canaria;Trashumante;1413
Gran Canaria;San Bartolomé de Tirajana;Ovinos;Canaria;Reproductoras hembra;1402
Gran Canaria;Ingenio;Conejos;Neozelandés;Cebo;1250
Gran Canaria;Telde;Ovinos;Canaria;Reproductoras hembra;1167
Gran Canaria;Valsequillo de Gran Canaria;Caprinos;Majorera;Reproductoras hembra;1100
Gran Canaria;Agüimes;Bovinos;Frisona Europea;Reproductoras hembra;1054
Gran Canaria;Mogán;Caprinos;Majorera;Reproductoras hembra;1046
Gran Canaria;San Bartolomé de Tirajana;Palomas;Desconocido;Granjas de cría para carne;1000
Gran Canaria;Agüimes;Bovinos;Mestiza;Cebo;979
Gran Canaria;Ingenio;Ovinos;Canaria;Reproductoras hembra;965
Gran Canaria;Vega de San Mateo;Abejas;Negra Canaria;Trashumante;948
Gran Canaria;La Aldea de San Nicolás;Caprinos;Majorera;No reproductores de 4 a 12 meses;905
Gran Canaria;San Bartolomé de Tirajana;Dorada (Sparus aurata);No aplicable;Nº de reproductores;860
Gran Canaria;Telde;Porcinos;Mestiza;Cebo;851
Gran Canaria;Agüimes;Caprinos;Majorera;No reproductores menores de 4 meses;848
Gran Canaria;Artenara;Perdices;Desconocido;Granjas de multiplicación para caza;840
Gran Canaria;Las Palmas de Gran Canaria;Bovinos;Mestiza;Cebo;838
Gran Canaria;Telde;Lubina o robalo (Dicentrarchus labrax);No aplicable;t de adultos de engorde / año;832
Gran Canaria;Ingenio;Gallinas;Desconocido;Granjas de producción para huevos. Campera;800
Gran Canaria;Ingenio;Conejos;Neozelandés;Reproductoras hembra;800
Gran Canaria;Santa María de Guía de Gran Canaria;Ovinos;Canaria;Reproductoras hembra;792
Gran Canaria;Santa Lucía de Tirajana;Caprinos;Majorera;No reproductores de 4 a 12 meses;775
Gran Canaria;Las Palmas de Gran Canaria;Caprinos;Majorera;Reproductoras hembra;758
Gran Canaria;Telde;Abejas;Negra Canaria;Estante;727
Gran Canaria;Las Palmas de Gran Canaria;Bovinos;Frisona Europea;Reproductoras hembra;723
Gran Canaria;La Aldea de San Nicolás;Caprinos;Majorera;No reproductores menores de 4 meses;677
Gran Canaria;Moya;Ovinos;Canaria;Reproductoras hembra;676
Gran Canaria;Valsequillo de Gran Canaria;Abejas;Negra Canaria;Estante;663
Gran Canaria;Valleseco;Conejos;Híbrido Selecto;Cebo;645
Gran Canaria;Telde;Porcinos;Mestiza;Lechones;639
Gran Canaria;Valleseco;Gallinas;Desconocido;Granjas de producción para huevos. Campera;600
Gran Canaria;Agüimes;Palomas;Desconocido;Granjas de multiplicación para huevos;600
Gran Canaria;Moya;Caprinos;Majorera;Reproductoras hembra;567
Gran Canaria;Agüimes;Caprinos;Majorera;No reproductores de 4 a 12 meses;557
Gran Canaria;Tejeda;Abejas;Negra Canaria;Estante;554
Gran Canaria;Vega de San Mateo;Gallinas;Desconocido;Desconocido;550
Gran Canaria;Santa María de Guía de Gran Canaria;Gallinas;Desconocido;Granjas de producción para huevos. Campera;550
Gran Canaria;Telde;Caprinos;Majorera;No reproductores menores de 4 meses;509
Gran Canaria;Valsequillo de Gran Canaria;Ovinos;Canaria;Reproductoras hembra;508
Gran Canaria;Santa Lucía de Tirajana;Caprinos;Majorera;No reproductores menores de 4 meses;507
Gran Canaria;Tejeda;Ovinos;Canaria;Reproductoras hembra;505
Gran Canaria;Agüimes;Bovinos;Frisona Europea;Reposición;482
Gran Canaria;Las Palmas de Gran Canaria;Ovinos;Canaria;Reproductoras hembra;462
Gran Canaria;San Bartolomé de Tirajana;Abejas;Negra Canaria;Estante;459
Gran Canaria;Telde;Caprinos;Majorera;No reproductores de 4 a 12 meses;454
Gran Canaria;San Bartolomé de Tirajana;Ovinos;Canaria;No reproductores menores de 4 meses;447
Gran Canaria;Ingenio;Caprinos;Majorera;No reproductores menores de 4 meses;445
Gran Canaria;Gáldar;Ovinos;Canaria;No reproductores menores de 4 meses;429
Gran Canaria;Telde;Porcinos;Mestiza;Cerdas;421
Gran Canaria;Agüimes;Porcinos;Mestiza;Lechones;420
Gran Canaria;La Aldea de San Nicolás;Bovinos;Holstein Frisona;Reproductoras hembra;417
Gran Canaria;Telde;Bovinos;Mestiza;Cebo;414
Gran Canaria;Arucas;Caprinos;Majorera;Reproductoras hembra;400
Gran Canaria;Agüimes;Ovinos;Canaria;Reproductoras hembra;400
Gran Canaria;Ingenio;Caprinos;Majorera;No reproductores de 4 a 12 meses;389
Gran Canaria;Telde;Bovinos;Frisona Europea;Reproductoras hembra;388
Gran Canaria;Moya;Abejas;Negra Canaria;Trashumante;388
Gran Canaria;Agüimes;Abejas;Negra Canaria;Estante;371
Gran Canaria;Santa Lucía de Tirajana;Bovinos;Frisona Europea;Reproductoras hembra;367
Gran Canaria;San Bartolomé de Tirajana;Abejas;Negra Canaria;Trashumante;364
Gran Canaria;Tejeda;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;350
Gran Canaria;Santa Lucía de Tirajana;Bovinos;Mestiza;Cebo;346
Gran Canaria;San Bartolomé de Tirajana;Caprinos;Agrupación Canaria;Reproductoras hembra;336
Gran Canaria;Santa Lucía de Tirajana;Bovinos;Holstein Frisona;Reproductoras hembra;333
Gran Canaria;Arucas;Bovinos;Frisona Europea;Reproductoras hembra;333
Gran Canaria;Teror;Abejas;Negra Canaria;Trashumante;329
Gran Canaria;Teror;Abejas;Negra Canaria;Estante;328
Gran Canaria;Las Palmas de Gran Canaria;Abejas;Negra Canaria;Trashumante;317
Gran Canaria;Agüimes;Porcinos;Mestiza;Cebo;303
Gran Canaria;Agüimes;Porcinos;Blanco Belga;Cebo;300
Gran Canaria;Teror;Ovinos;Canaria;Reproductoras hembra;292
Gran Canaria;Santa María de Guía de Gran Canaria;Abejas;Negra Canaria;Estante;290
Gran Canaria;Moya;Abejas;Negra Canaria;Estante;289
Gran Canaria;Valleseco;Abejas;Negra Canaria;Trashumante;284
Gran Canaria;La Aldea de San Nicolás;Bovinos;Frisona Europea;Reproductoras hembra;283
Gran Canaria;Teror;Porcinos;Mestiza;Cebo;282
Gran Canaria;Santa Brígida;Gallinas;Desconocido;Granjas de producción para huevos. Campera;275
Gran Canaria;La Aldea de San Nicolás;Abejas;Negra Canaria;Trashumante;275
Gran Canaria;San Bartolomé de Tirajana;Caprinos;Majorera;Reproductores macho;274
Gran Canaria;Agüimes;Bovinos;Frisona Europea;Cebo;272
Gran Canaria;Santa María de Guía de Gran Canaria;Bovinos;Mestiza;Cebo;269
Gran Canaria;Mogán;Abejas;Negra Canaria;Estante;265
Gran Canaria;Artenara;Caprinos;Majorera;Reproductoras hembra;265
Gran Canaria;Valleseco;Ovinos;Canaria;Reproductoras hembra;263
Gran Canaria;Telde;Ovinos;Canaria de Pelo;Reproductoras hembra;263
Gran Canaria;Telde;Abejas;Negra Canaria;Trashumante;258
Gran Canaria;Vega de San Mateo;Abejas;Negra Canaria;Estante;257
Gran Canaria;Santa Lucía de Tirajana;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;250
Gran Canaria;Agüimes;Porcinos;Blanco Belga;Lechones;250
Gran Canaria;Agüimes;Porcinos;Negra Canaria;Lechones;248
Gran Canaria;Arucas;Palomas;Desconocido;Granjas de cría para carne;245
Gran Canaria;Telde;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;243
Gran Canaria;San Bartolomé de Tirajana;Bovinos;Holstein Frisona;Reproductoras hembra;240
Gran Canaria;Valleseco;Caprinos;Majorera;Reproductoras hembra;235
Gran Canaria;Teror;Porcinos;Mestiza;Lechones;233
Gran Canaria;Santa María de Guía de Gran Canaria;Caprinos;Majorera;Reproductoras hembra;228
Gran Canaria;Santa Lucía de Tirajana;Ovinos;Canaria;No reproductores menores de 4 meses;226
Gran Canaria;Las Palmas de Gran Canaria;Abejas;Negra Canaria;Estante;226
Gran Canaria;Vega de San Mateo;Gallinas;Desconocido;Granjas de selección para carne;225
Gran Canaria;Tejeda;Caprinos;Majorera;No reproductores de 4 a 12 meses;215
Gran Canaria;Agüimes;Bovinos;Holstein Frisona;Reproductoras hembra;215
Gran Canaria;Santa Lucía de Tirajana;Abejas;Negra Canaria;Estante;214
Gran Canaria;Las Palmas de Gran Canaria;Bovinos;Mestiza;Reproductoras hembra;213
Gran Canaria;Santa Lucía de Tirajana;Ovinos;Canaria;No reproductores de 4 a 12 meses;211
Gran Canaria;Gáldar;Abejas;Negra Canaria;Estante;210
Gran Canaria;Ingenio;Abejas;Negra Canaria;Estante;209
Gran Canaria;San Bartolomé de Tirajana;Dromedarios;Desconocido;Total;207
Gran Canaria;Arucas;Ovinos;Canaria;Reproductoras hembra;205
Gran Canaria;Santa Brígida;Caprinos;Majorera;Reproductoras hembra;202
Gran Canaria;Mogán;Porcinos;Negra Canaria;Lechones;200
Gran Canaria;Ingenio;Conejos;Neozelandés;Abuelas;198
Gran Canaria;Ingenio;Abejas;Negra Canaria;Trashumante;198
Gran Canaria;Telde;Ovinos;Canaria;No reproductores de 4 a 12 meses;189
Gran Canaria;La Aldea de San Nicolás;Caprinos;Majorera;Reproductores macho;181
Gran Canaria;San Bartolomé de Tirajana;Ovinos;Canaria;No reproductores de 4 a 12 meses;179
Gran Canaria;Agaete;Bovinos;Frisona Europea;Reproductoras hembra;179
Gran Canaria;Santa Brígida;Abejas;Negra Canaria;Estante;178
Gran Canaria;La Aldea de San Nicolás;Ovinos;Canaria;Reproductoras hembra;178
Gran Canaria;Valsequillo de Gran Canaria;Bovinos;Limousin;Cebo;176
Gran Canaria;Telde;Palomas;Desconocido;Granjas de cría para carne;175
Gran Canaria;Gáldar;Caprinos;Majorera;No reproductores menores de 4 meses;175
Gran Canaria;Ingenio;Ovinos;Canaria;No reproductores menores de 4 meses;172
Gran Canaria;Teror;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;170
Gran Canaria;Ingenio;Ovinos;Canaria;No reproductores de 4 a 12 meses;170
Gran Canaria;Ingenio;Bovinos;Frisona Europea;Reproductoras hembra;170
Gran Canaria;Santa Lucía de Tirajana;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;168
Gran Canaria;Teror;Porcinos;Mestiza;Recría/Transición;167
Gran Canaria;Las Palmas de Gran Canaria;Bovinos;Frisona Europea;Reposición;161
Gran Canaria;Valsequillo de Gran Canaria;Caprinos;Majorera;No reproductores menores de 4 meses;159
Gran Canaria;Santa Lucía de Tirajana;Ovinos;Canaria;Cebo;159
