explotacion_id;provincia_id;provincia_nombre;municipio_id;municipio_nombre;latitud;longitud;isla;especie_nombre;raza_nombre;tipo_animal_ganado_nombre;censo
ES380130022323;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7731528;-18.0087678;El Hierro;Abejas;Negra Canaria;Trashumante;20
ES380130022932;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7755682;-18.0033412;El Hierro;Abejas;Negra Canaria;Estante;15
ES380130024960;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7692522;-17.9521948;El Hierro;Abejas;Negra Canaria;Estante;3
ES380130025796;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7509544;-18.0001075;El Hierro;Abejas;Híbrida;Estante;5
ES380130025797;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7509667;-18.0000488;El Hierro;Abejas;Híbrida;Estante;8
ES380130025799;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7509675;-18.0000397;El Hierro;Abejas;Híbrida;Estante;6
ES380130025821;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7509388;-18.0361434;El Hierro;Abejas;Negra Canaria;Estante;15
ES380130004201;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7473748;-18.0951097;El Hierro;Asnos;Mestiza;Hembras de vientre con más de 36 meses;1
ES380130001768;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7508991;-18.0443094;El Hierro;Bovinos;Mestiza;Reproductoras hembra;3
ES380130001768;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7508991;-18.0443094;El Hierro;Bovinos;Mestiza;Reproductores macho;5
ES380130004201;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7473748;-18.0951097;El Hierro;Bovinos;Mestiza;Reproductoras hembra;5
ES380130004201;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7473748;-18.0951097;El Hierro;Bovinos;Mestiza;Reproductores macho;4
ES380130005091;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7538412;-18.1036061;El Hierro;Bovinos;Limousin;Reproductores macho;1
ES380130005091;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7538412;-18.1036061;El Hierro;Bovinos;Mestiza;Reproductoras hembra;13
ES380130005091;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7538412;-18.1036061;El Hierro;Bovinos;Mestiza;Reproductores macho;5
ES380130006559;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.765985;-18.0137729;El Hierro;Bovinos;Charolaise;Reproductoras hembra;1
ES380130006559;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.765985;-18.0137729;El Hierro;Bovinos;Fleickvieh;Reproductoras hembra;3
ES380130006559;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.765985;-18.0137729;El Hierro;Bovinos;Fleickvieh;Reproductores macho;1
ES380130006559;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.765985;-18.0137729;El Hierro;Bovinos;Limousin;Reproductoras hembra;1
ES380130006559;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.765985;-18.0137729;El Hierro;Bovinos;Mestiza;Reproductoras hembra;9
ES380130006559;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.765985;-18.0137729;El Hierro;Bovinos;Mestiza;Reproductores macho;1
ES380130009284;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7684798;-18.0086833;El Hierro;Bovinos;Blonde D'Aquitaine;Reproductoras hembra;2
ES380130009284;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7684798;-18.0086833;El Hierro;Bovinos;Blonde D'Aquitaine;Reproductores macho;1
ES380130009284;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7684798;-18.0086833;El Hierro;Bovinos;Limousin;Reproductoras hembra;5
ES380130009284;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7684798;-18.0086833;El Hierro;Bovinos;Limousin;Reproductores macho;1
ES380130011357;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7780294;-18.0060045;El Hierro;Bovinos;Mestiza;Reproductoras hembra;20
ES380130011372;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7662921;-18.0116212;El Hierro;Bovinos;Frisona Europea;Reproductoras hembra;21
ES380130011372;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7662921;-18.0116212;El Hierro;Bovinos;Frisona Europea;Reproductores macho;1
ES380130011372;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7662921;-18.0116212;El Hierro;Bovinos;Holstein Frisona;Reproductoras hembra;15
ES380130011372;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7662921;-18.0116212;El Hierro;Bovinos;Mestiza;Reproductoras hembra;10
ES380130011372;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7662921;-18.0116212;El Hierro;Bovinos;Mestiza;Reproductores macho;11
ES380130011693;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7714228;-18.0141131;El Hierro;Bovinos;Mestiza;Reproductoras hembra;6
ES380130011693;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7714228;-18.0141131;El Hierro;Bovinos;Mestiza;Reproductores macho;1
ES380130012132;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7647844;-18.0165416;El Hierro;Bovinos;Limousin;Reproductoras hembra;1
ES380130012132;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7647844;-18.0165416;El Hierro;Bovinos;Limousin;Reproductores macho;2
ES380130012132;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7647844;-18.0165416;El Hierro;Bovinos;Mestiza;Reproductoras hembra;19
ES380130012132;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7647844;-18.0165416;El Hierro;Bovinos;Mestiza;Reproductores macho;5
ES380130012509;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7583112;-18.0137456;El Hierro;Bovinos;Mestiza;Reproductoras hembra;2
ES380130012753;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7603939;-18.0270194;El Hierro;Bovinos;Fleickvieh;Reproductoras hembra;2
ES380130012753;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7603939;-18.0270194;El Hierro;Bovinos;Mestiza;Reproductoras hembra;2
ES380130012753;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7603939;-18.0270194;El Hierro;Bovinos;Mestiza;Reproductores macho;3
ES380130015453;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.751508;-18.0551653;El Hierro;Bovinos;Fleickvieh;Reproductoras hembra;4
ES380130015453;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.751508;-18.0551653;El Hierro;Bovinos;Fleickvieh;Reproductores macho;3
ES380130015453;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.751508;-18.0551653;El Hierro;Bovinos;Frisona Europea;Reproductores macho;2
ES380130015453;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.751508;-18.0551653;El Hierro;Bovinos;Mestiza;Reproductoras hembra;3
ES380130015453;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.751508;-18.0551653;El Hierro;Bovinos;Mestiza;Reproductores macho;2
ES380130017017;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7592743;-18.0192455;El Hierro;Bovinos;Frisona Europea;Reproductoras hembra;2
ES380130017017;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7592743;-18.0192455;El Hierro;Bovinos;Mestiza;Reproductoras hembra;7
ES380130017017;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7592743;-18.0192455;El Hierro;Bovinos;Mestiza;Reproductores macho;5
ES380130017017;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7592743;-18.0192455;El Hierro;Bovinos;Montbeliarde;Reproductoras hembra;1
ES380130018809;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7817106;-18.0061296;El Hierro;Bovinos;Charolaise;Reproductores macho;1
ES380130018809;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7817106;-18.0061296;El Hierro;Bovinos;Mestiza;Reproductoras hembra;6
ES380130018809;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7817106;-18.0061296;El Hierro;Bovinos;Mestiza;Reproductores macho;4
ES380130018952;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7776458;-18.0032617;El Hierro;Bovinos;Charolaise;Reproductoras hembra;3
ES380130018952;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7776458;-18.0032617;El Hierro;Bovinos;Charolaise;Reproductores macho;1
ES380130018952;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7776458;-18.0032617;El Hierro;Bovinos;Mestiza;Reproductoras hembra;1
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Bovinos;Charolaise;Reproductoras hembra;5
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Bovinos;Charolaise;Reproductores macho;1
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Bovinos;Fleickvieh;Reproductoras hembra;3
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Bovinos;Limousin;Reproductores macho;2
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Bovinos;Mestiza;Reproductoras hembra;7
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Bovinos;Mestiza;Reproductores macho;7
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Bovinos;Montbeliarde;Reproductoras hembra;1
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Bovinos;Rubia Gallega;Reproductoras hembra;1
ES380130021029;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7547732;-18.0163503;El Hierro;Bovinos;Mestiza;Reproductoras hembra;1
ES380130022798;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7757918;-18.0053546;El Hierro;Bovinos;Fleickvieh;Reproductoras hembra;4
ES380130022798;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7757918;-18.0053546;El Hierro;Bovinos;Mestiza;Reproductoras hembra;1
ES380130022798;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7757918;-18.0053546;El Hierro;Bovinos;Mestiza;Reproductores macho;2
ES380130023229;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.781073979632872;-17.9970596291939;El Hierro;Bovinos;Mestiza;Cebo;1
ES380130023315;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7694739;-17.9980648;El Hierro;Bovinos;Mestiza;Reproductoras hembra;5
ES380130023315;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7694739;-17.9980648;El Hierro;Bovinos;Mestiza;Reproductores macho;2
ES380130023942;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7638996;-18.025545;El Hierro;Bovinos;Fleickvieh;Reproductoras hembra;14
ES380130023942;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7638996;-18.025545;El Hierro;Bovinos;Fleickvieh;Reproductores macho;4
ES380130023942;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7638996;-18.025545;El Hierro;Bovinos;Limousin;Reproductores macho;1
ES380130024466;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7639085;-18.0174293;El Hierro;Bovinos;Limousin;Reproductoras hembra;11
ES380130024466;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7639085;-18.0174293;El Hierro;Bovinos;Limousin;Reproductores macho;1
ES380130024862;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7629842;-17.9981481;El Hierro;Bovinos;Frisona Europea;Reproductoras hembra;1
ES380130025926;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7685728;-18.0240585;El Hierro;Bovinos;Mestiza;Reproductoras hembra;6
ES380130025926;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7685728;-18.0240585;El Hierro;Bovinos;Mestiza;Reproductores macho;1
ES380130026064;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7734573;-18.0011347;El Hierro;Bovinos;Fleickvieh;Cebo;4
ES380130026064;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7734573;-18.0011347;El Hierro;Bovinos;Fleickvieh;Reproductoras hembra;7
ES380130026064;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7734573;-18.0011347;El Hierro;Bovinos;Fleickvieh;Reproductores macho;1
ES380130026064;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7734573;-18.0011347;El Hierro;Bovinos;Mestiza;Cebo;6
ES380130026064;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7734573;-18.0011347;El Hierro;Bovinos;Mestiza;Reproductoras hembra;5
ES380130026672;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7644218;-18.0224413;El Hierro;Bovinos;Limousin;Reproductoras hembra;2
ES380130026672;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7644218;-18.0224413;El Hierro;Bovinos;Mestiza;Reproductoras hembra;3
ES380130026672;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7644218;-18.0224413;El Hierro;Bovinos;Mestiza;Reproductores macho;1
ES380130026802;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7558358;-18.0338747;El Hierro;Bovinos;Limousin;Reproductoras hembra;5
ES380130026802;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7558358;-18.0338747;El Hierro;Bovinos;Limousin;Reproductores macho;1
ES380130026802;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7558358;-18.0338747;El Hierro;Bovinos;Mestiza;Reproductoras hembra;6
ES380130026802;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7558358;-18.0338747;El Hierro;Bovinos;Mestiza;Reproductores macho;1
ES380130026848;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.768425;-18.0093719;El Hierro;Bovinos;Mestiza;Reproductoras hembra;7
ES380130026848;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.768425;-18.0093719;El Hierro;Bovinos;Mestiza;Reproductores macho;3
ES380130027043;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7708779;-18.0023175;El Hierro;Bovinos;Fleickvieh;Reproductores macho;1
ES380130027043;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7708779;-18.0023175;El Hierro;Bovinos;Mestiza;Reproductoras hembra;2
ES380130011693;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7714228;-18.0141131;El Hierro;Caballos;Pony Shetland;No reproductores con más de 36 meses;1
ES380130012509;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7583112;-18.0137456;El Hierro;Caballos;Otro;Hembras de vientre con más de 36 meses;1
ES380130015998;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7595863;-18.0183014;El Hierro;Caballos;Quarter Horse;Hembras de vientre con más de 36 meses;1
ES380130015998;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7595863;-18.0183014;El Hierro;Caballos;Quarter Horse;No reproductores con más de 36 meses;1
ES380130021029;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7547732;-18.0163503;El Hierro;Caballos;Otro;Hembras de vientre con más de 36 meses;1
ES380130021029;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7547732;-18.0163503;El Hierro;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;1
ES380130023942;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7638996;-18.025545;El Hierro;Caballos;Pony Shetland;No reproductores con más de 36 meses;1
ES380130000734;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7376903;-18.0242322;El Hierro;Caprinos;Tinerfeña;No reproductores menores de 4 meses;10
ES380130000734;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7376903;-18.0242322;El Hierro;Caprinos;Tinerfeña;Reproductoras hembra;1
ES380130000734;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7376903;-18.0242322;El Hierro;Caprinos;Tinerfeña;Reproductores macho;3
ES380130001852;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7759148;-17.9988684;El Hierro;Caprinos;Majorera;No reproductores de 4 a 12 meses;23
ES380130001852;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7759148;-17.9988684;El Hierro;Caprinos;Majorera;Reproductoras hembra;40
ES380130001852;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7759148;-17.9988684;El Hierro;Caprinos;Majorera;Reproductores macho;2
ES380130003518;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7539682;-18.0983877;El Hierro;Caprinos;Majorera;No reproductores de 4 a 12 meses;38
ES380130003518;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7539682;-18.0983877;El Hierro;Caprinos;Majorera;Reproductoras hembra;30
ES380130003518;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7539682;-18.0983877;El Hierro;Caprinos;Majorera;Reproductores macho;5
ES380130003518;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7539682;-18.0983877;El Hierro;Caprinos;Tinerfeña;Reproductoras hembra;7
ES380130004448;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7669694;-18.0056886;El Hierro;Caprinos;Majorera;Reproductoras hembra;19
ES380130004448;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7669694;-18.0056886;El Hierro;Caprinos;Majorera;Reproductores macho;1
ES380130004448;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7669694;-18.0056886;El Hierro;Caprinos;Tinerfeña;No reproductores menores de 4 meses;16
ES380130004448;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7669694;-18.0056886;El Hierro;Caprinos;Tinerfeña;Reproductoras hembra;27
ES380130004448;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7669694;-18.0056886;El Hierro;Caprinos;Tinerfeña;Reproductores macho;3
ES380130011932;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7649632;-18.0084563;El Hierro;Caprinos;Majorera;No reproductores menores de 4 meses;20
ES380130011932;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7649632;-18.0084563;El Hierro;Caprinos;Majorera;Reproductoras hembra;69
ES380130011932;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7649632;-18.0084563;El Hierro;Caprinos;Majorera;Reproductores macho;2
ES380130012040;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7627663;-18.0237914;El Hierro;Caprinos;Majorera;No reproductores de 4 a 12 meses;30
ES380130012040;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7627663;-18.0237914;El Hierro;Caprinos;Majorera;No reproductores menores de 4 meses;80
ES380130012040;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7627663;-18.0237914;El Hierro;Caprinos;Majorera;Reproductoras hembra;190
ES380130012040;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7627663;-18.0237914;El Hierro;Caprinos;Majorera;Reproductores macho;21
ES380130012509;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7583112;-18.0137456;El Hierro;Caprinos;Majorera;No reproductores menores de 4 meses;100
ES380130012509;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7583112;-18.0137456;El Hierro;Caprinos;Majorera;Reproductoras hembra;160
ES380130012509;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7583112;-18.0137456;El Hierro;Caprinos;Majorera;Reproductores macho;11
ES380130013620;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7503294;-18.0834097;El Hierro;Caprinos;Majorera;Reproductoras hembra;1
ES380130013630;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7599015;-18.0017985;El Hierro;Caprinos;Majorera;No reproductores de 4 a 12 meses;25
ES380130013630;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7599015;-18.0017985;El Hierro;Caprinos;Majorera;Reproductoras hembra;71
ES380130013630;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7599015;-18.0017985;El Hierro;Caprinos;Majorera;Reproductores macho;3
ES380130014216;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7735369;-18.0058548;El Hierro;Caprinos;Majorera;No reproductores menores de 4 meses;10
ES380130014216;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7735369;-18.0058548;El Hierro;Caprinos;Majorera;Reproductoras hembra;28
ES380130014216;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7735369;-18.0058548;El Hierro;Caprinos;Majorera;Reproductores macho;5
ES380130016607;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7704436;-18.008572;El Hierro;Caprinos;Majorera;No reproductores de 4 a 12 meses;3
ES380130016607;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7704436;-18.008572;El Hierro;Caprinos;Majorera;Reproductoras hembra;6
ES380130016607;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7704436;-18.008572;El Hierro;Caprinos;Majorera;Reproductores macho;1
ES380130017017;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7592743;-18.0192455;El Hierro;Caprinos;Majorera;No reproductores menores de 4 meses;10
ES380130017017;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7592743;-18.0192455;El Hierro;Caprinos;Majorera;Reproductoras hembra;51
ES380130017017;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7592743;-18.0192455;El Hierro;Caprinos;Majorera;Reproductores macho;1
ES380130017017;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7592743;-18.0192455;El Hierro;Caprinos;Tinerfeña;Reproductoras hembra;9
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Caprinos;Majorera;No reproductores menores de 4 meses;110
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Caprinos;Majorera;Reproductoras hembra;63
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Caprinos;Majorera;Reproductores macho;2
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Caprinos;Tinerfeña;Reproductoras hembra;41
ES380130019744;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7630285;-18.0222945;El Hierro;Caprinos;Tinerfeña;Reproductores macho;1
ES380130021029;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7547732;-18.0163503;El Hierro;Caprinos;Agrupación Canaria;Reproductoras hembra;1
ES380130021531;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7490216;-18.0313825;El Hierro;Caprinos;Majorera;No reproductores menores de 4 meses;25
ES380130021531;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7490216;-18.0313825;El Hierro;Caprinos;Majorera;Reproductoras hembra;75
ES380130021531;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7490216;-18.0313825;El Hierro;Caprinos;Majorera;Reproductores macho;5
ES380130022323;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7731528;-18.0087678;El Hierro;Caprinos;Majorera;No reproductores de 4 a 12 meses;10
ES380130022323;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7731528;-18.0087678;El Hierro;Caprinos;Majorera;No reproductores menores de 4 meses;4
ES380130022323;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7731528;-18.0087678;El Hierro;Caprinos;Majorera;Reproductoras hembra;19
ES380130022323;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7731528;-18.0087678;El Hierro;Caprinos;Majorera;Reproductores macho;2
ES380130022323;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7731528;-18.0087678;El Hierro;Caprinos;Mestiza;Reproductoras hembra;3
ES380130022323;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7731528;-18.0087678;El Hierro;Caprinos;Tinerfeña;Reproductoras hembra;3
ES380130023923;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7504632;-18.0199433;El Hierro;Caprinos;Majorera;Reproductores macho;1
ES380130024510;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.805069;-17.8884888;El Hierro;Caprinos;Majorera;Reproductoras hembra;30
ES380130025129;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7627559;-18.0227046;El Hierro;Caprinos;Majorera;Reproductoras hembra;2
ES380130025129;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7627559;-18.0227046;El Hierro;Caprinos;Majorera;Reproductores macho;5
ES380130025927;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.761632;-18.0124415;El Hierro;Caprinos;Majorera;Reproductores macho;1
ES380130026672;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7644218;-18.0224413;El Hierro;Caprinos;Majorera;Reproductoras hembra;1
ES380130026770;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7590528;-17.9956341;El Hierro;Caprinos;Majorera;Reproductoras hembra;200
ES380130026770;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7590528;-17.9956341;El Hierro;Caprinos;Majorera;Reproductores macho;1
ES380130013620;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7503294;-18.0834097;El Hierro;Conejos;Californiana;Cebo;30
ES380130013620;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7503294;-18.0834097;El Hierro;Conejos;Californiana;Madres;8
ES380130013620;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7503294;-18.0834097;El Hierro;Conejos;Californiana;Padres;1
ES380130016041;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.761503;-18.0273274;El Hierro;Conejos;Híbrido Selecto;Cebo;15
ES380130016041;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.761503;-18.0273274;El Hierro;Conejos;Híbrido Selecto;Madres;11
ES380130016041;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.761503;-18.0273274;El Hierro;Conejos;Híbrido Selecto;Padres;2
ES380130016041;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.761503;-18.0273274;El Hierro;Conejos;Híbrido Selecto;Reposición;10
ES380130016086;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7501411;-18.0387516;El Hierro;Conejos;Californiana;Madres;8
ES380130016086;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7501411;-18.0387516;El Hierro;Conejos;Californiana;Reposición;22
ES380130025562;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7802224;-17.9995887;El Hierro;Conejos;Híbrido Selecto;Madres;20
ES380130025562;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7802224;-17.9995887;El Hierro;Conejos;Híbrido Selecto;Padres;4
ES380130026064;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7734573;-18.0011347;El Hierro;Conejos;Híbrido Selecto;Madres;10
ES380130026064;ES702;Santa Cruz de Tenerife;38013_2007;Frontera;27.7734573;-18.0011347;El Hierro;Conejos;Híbrido Selecto;Padres;2
