explotacion_id;provincia_id;provincia_nombre;municipio_id;municipio_nombre;latitud;longitud;isla;especie_nombre;raza_nombre;tipo_animal_ganado_nombre;censo
ES380360000833;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1024182;-17.1069145;La Gomera;Ovinos;Canaria;Reproductoras hembra;3
ES380360000833;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1024182;-17.1069145;La Gomera;Ovinos;Canaria;Reproductores macho;1
ES380360010799;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1127722;-17.1583287;La Gomera;Ovinos;Canaria;No reproductores menores de 4 meses;10
ES380360010799;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1127722;-17.1583287;La Gomera;Ovinos;Canaria;Reproductoras hembra;100
ES380360010799;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1127722;-17.1583287;La Gomera;Ovinos;Canaria;Reproductores macho;3
ES380360012786;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.106842;-17.1198885;La Gomera;Ovinos;Desconocido;Reproductores macho;1
ES380360013169;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0991039;-17.1075234;La Gomera;Ovinos;Canaria de Pelo;Reproductoras hembra;1
ES380360013181;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0982085;-17.1532748;La Gomera;Ovinos;Canaria;Reproductoras hembra;13
ES380360013181;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0982085;-17.1532748;La Gomera;Ovinos;Canaria;Reproductores macho;2
ES380360013289;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1285212;-17.1430991;La Gomera;Ovinos;Canaria;No reproductores menores de 4 meses;8
ES380360013289;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1285212;-17.1430991;La Gomera;Ovinos;Canaria;Reproductoras hembra;50
ES380360013289;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1285212;-17.1430991;La Gomera;Ovinos;Canaria;Reproductores macho;10
ES380360014465;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1067268;-17.1398137;La Gomera;Ovinos;Canaria de Pelo;Reproductoras hembra;6
ES380360014465;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1067268;-17.1398137;La Gomera;Ovinos;Canaria de Pelo;Reproductores macho;1
ES380360015681;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1029166;-17.1152127;La Gomera;Ovinos;Canaria;No reproductores menores de 4 meses;10
ES380360015681;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1029166;-17.1152127;La Gomera;Ovinos;Canaria;Reproductoras hembra;13
ES380360015681;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1029166;-17.1152127;La Gomera;Ovinos;Canaria;Reproductores macho;1
ES380360017199;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0961029;-17.1054808;La Gomera;Ovinos;Canaria;No reproductores menores de 4 meses;14
ES380360017199;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0961029;-17.1054808;La Gomera;Ovinos;Canaria;Reproductoras hembra;10
ES380360017199;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0961029;-17.1054808;La Gomera;Ovinos;Canaria;Reproductores macho;1
ES380360019715;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1327866;-17.1826724;La Gomera;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;1
ES380360019715;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1327866;-17.1826724;La Gomera;Ovinos;Canaria de Pelo;Reproductoras hembra;13
ES380360021201;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.057772;-17.2129728;La Gomera;Ovinos;Canaria;Reproductoras hembra;1
ES380360022801;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1033981;-17.116321;La Gomera;Ovinos;Canaria;Reproductoras hembra;3
ES380360022801;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1033981;-17.116321;La Gomera;Ovinos;Canaria;Reproductores macho;1
ES380360022832;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0989421;-17.1046872;La Gomera;Ovinos;Canaria;Cebo;2
ES380360023085;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1034241;-17.1312588;La Gomera;Ovinos;Canaria;No reproductores menores de 4 meses;7
ES380360023085;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1034241;-17.1312588;La Gomera;Ovinos;Canaria;Reproductoras hembra;7
ES380360023085;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1034241;-17.1312588;La Gomera;Ovinos;Canaria;Reproductores macho;1
ES380360026849;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0967256;-17.106774;La Gomera;Ovinos;Canaria;Reproductoras hembra;2
ES380360014465;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1067268;-17.1398137;La Gomera;Patos;Desconocido;Granjas de producción para huevos;17
ES380360003734;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0975691;-17.1061548;La Gomera;Porcinos;Mestiza;Cebo;115
ES380360003734;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0975691;-17.1061548;La Gomera;Porcinos;Mestiza;Cerdas;24
ES380360003734;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0975691;-17.1061548;La Gomera;Porcinos;Mestiza;Lechones;15
ES380360003734;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0975691;-17.1061548;La Gomera;Porcinos;Mestiza;Verracos;2
ES380360012786;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.106842;-17.1198885;La Gomera;Porcinos;Mestiza;Cebo;4
ES380360013169;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0991039;-17.1075234;La Gomera;Porcinos;Mestiza;Cebo;1
ES380360014465;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1067268;-17.1398137;La Gomera;Porcinos;Desconocido;Cebo;1
ES380360014527;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0883267;-17.1365072;La Gomera;Porcinos;Negra Canaria;Cebo;6
ES380360014527;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0883267;-17.1365072;La Gomera;Porcinos;Negra Canaria;Cerdas;5
ES380360014527;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0883267;-17.1365072;La Gomera;Porcinos;Negra Canaria;Lechones;3
ES380360014527;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0883267;-17.1365072;La Gomera;Porcinos;Negra Canaria;Verracos;1
ES380360015681;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1029166;-17.1152127;La Gomera;Porcinos;Mestiza;Cebo;1
ES380360017035;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1034476;-17.1310636;La Gomera;Porcinos;Mestiza;Cebo;2
ES380360018454;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1011421;-17.1121001;La Gomera;Porcinos;Mestiza;Cebo;1
ES380360019715;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1327866;-17.1826724;La Gomera;Porcinos;Negra Canaria;Cebo;2
ES380360020789;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0968042;-17.1106811;La Gomera;Porcinos;Mestiza;Cebo;1
ES380360022832;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.0989421;-17.1046872;La Gomera;Porcinos;Mestiza;Lechones;2
ES380360023085;ES702;Santa Cruz de Tenerife;38036;San Sebastián de La Gomera;28.1034241;-17.1312588;La Gomera;Porcinos;Mestiza;Cebo;2
ES380490000506;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1204689;-17.3165878;La Gomera;Abejas;Negra Canaria;Estante;10
ES380490002592;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.138474;-17.3289526;La Gomera;Abejas;Negra Canaria;Estante;36
ES380490002837;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1207896;-17.3174104;La Gomera;Abejas;Negra Canaria;Estante;60
ES380490002869;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1327393;-17.3192818;La Gomera;Abejas;Negra Canaria;Estante;72
ES380490002918;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1086579;-17.3239878;La Gomera;Abejas;Negra Canaria;Estante;37
ES380490017607;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.0974778;-17.2250984;La Gomera;Abejas;Negra Canaria;Estante;70
ES380490024113;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1119441;-17.320196;La Gomera;Abejas;Negra Canaria;Estante;15
ES380490024851;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1223539;-17.2802048;La Gomera;Abejas;Negra Canaria;Estante;15
ES380490026049;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1272538;-17.3043694;La Gomera;Abejas;Negra Canaria;Estante;28
ES380490026713;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1367916;-17.3087411;La Gomera;Abejas;Negra Canaria;Estante;15
ES380490002070;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1265913;-17.3272812;La Gomera;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;15
ES380490002070;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1265913;-17.3272812;La Gomera;Caprinos;Tinerfeña;Reproductoras hembra;70
ES380490002070;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1265913;-17.3272812;La Gomera;Caprinos;Tinerfeña;Reproductores macho;1
ES380490024262;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1194607;-17.3101128;La Gomera;Caprinos;Tinerfeña;Reproductoras hembra;14
ES380490024262;ES702;Santa Cruz de Tenerife;38049;Valle Gran Rey;28.1194607;-17.3101128;La Gomera;Caprinos;Tinerfeña;Reproductores macho;1
ES380500000416;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.0652807;-17.2947427;La Gomera;Abejas;Negra Canaria;Estante;25
ES380500006702;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1128566;-17.2861886;La Gomera;Abejas;Negra Canaria;Estante;20
ES380500011633;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1596364;-17.3193134;La Gomera;Abejas;Negra Canaria;Estante;15
ES380500013813;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.0923808;-17.2845923;La Gomera;Abejas;Negra Canaria;Estante;5
ES380500014844;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1584356;-17.3161026;La Gomera;Abejas;Negra Canaria;Estante;17
ES380500017282;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1669676;-17.3080632;La Gomera;Abejas;Negra Canaria;Estante;12
ES380500018700;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.109624;-17.2799283;La Gomera;Abejas;Negra Canaria;Estante;25
ES380500020566;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1660456;-17.3073741;La Gomera;Abejas;Negra Canaria;Estante;15
ES380500020695;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.0941799;-17.2847453;La Gomera;Abejas;Negra Canaria;Estante;5
ES380500022157;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1726507;-17.2793044;La Gomera;Abejas;Negra Canaria;Estante;14
ES380500023424;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1670904;-17.2657846;La Gomera;Abejas;Negra Canaria;Estante;25
ES380500024947;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1679979;-17.2610185;La Gomera;Abejas;Negra Canaria;Estante;49
ES380500024980;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1639729;-17.2592826;La Gomera;Abejas;Negra Canaria;Estante;25
ES380500025196;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.0740443;-17.2875234;La Gomera;Abejas;Negra Canaria;Estante;30
ES380500025339;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.0604412;-17.2917997;La Gomera;Abejas;Negra Canaria;Estante;15
ES380500025389;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.074022;-17.2872224;La Gomera;Abejas;Negra Canaria;Trashumante;20
ES380500025832;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1051249;-17.2817929;La Gomera;Abejas;Negra Canaria;Estante;10
ES380500026025;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.16423;-17.3125006;La Gomera;Abejas;Negra Canaria;Estante;30
ES380500026051;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.170372;-17.2568101;La Gomera;Abejas;Negra Canaria;Estante;45
ES380500026054;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1622423;-17.2611926;La Gomera;Abejas;Negra Canaria;Estante;10
ES380500026340;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1857778;-17.2312489;La Gomera;Abejas;Negra Canaria;Estante;42
ES380500026397;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1583643;-17.2896078;La Gomera;Abejas;Negra Canaria;Estante;34
ES380500026532;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1011785;-17.2937974;La Gomera;Abejas;Negra Canaria;Estante;3
ES380500027000;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1735023;-17.2454369;La Gomera;Asnos;Mestiza;No reproductores con más de 36 meses;2
ES380500006852;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1694979;-17.2503916;La Gomera;Bovinos;Mestiza;Reproductoras hembra;3
ES380500006852;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1694979;-17.2503916;La Gomera;Bovinos;Mestiza;Reproductores macho;1
ES380500002949;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1138411;-17.2885814;La Gomera;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;6
ES380500002949;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1138411;-17.2885814;La Gomera;Caprinos;Tinerfeña;Reproductoras hembra;21
ES380500002949;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1138411;-17.2885814;La Gomera;Caprinos;Tinerfeña;Reproductores macho;1
ES380500003603;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1982536;-17.2936286;La Gomera;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;1
ES380500003603;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1982536;-17.2936286;La Gomera;Caprinos;Tinerfeña;Reproductoras hembra;10
ES380500003603;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1982536;-17.2936286;La Gomera;Caprinos;Tinerfeña;Reproductores macho;1
ES380500006852;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1694979;-17.2503916;La Gomera;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;15
ES380500006852;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1694979;-17.2503916;La Gomera;Caprinos;Tinerfeña;Reproductoras hembra;8
ES380500015770;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.0769216;-17.2951406;La Gomera;Caprinos;Tinerfeña;Reproductoras hembra;15
ES380500015770;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.0769216;-17.2951406;La Gomera;Caprinos;Tinerfeña;Reproductores macho;1
ES380500019146;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1045027;-17.2988554;La Gomera;Caprinos;Tinerfeña;No reproductores menores de 4 meses;16
ES380500019146;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1045027;-17.2988554;La Gomera;Caprinos;Tinerfeña;Reproductoras hembra;70
ES380500019146;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1045027;-17.2988554;La Gomera;Caprinos;Tinerfeña;Reproductores macho;2
ES380500026994;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1004026;-17.252232;La Gomera;Caprinos;Tinerfeña;Reproductoras hembra;5
ES380500006852;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1694979;-17.2503916;La Gomera;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);100
ES380500027398;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1708839;-17.2654724;La Gomera;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;30
ES380500003603;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1982536;-17.2936286;La Gomera;Ovinos;Canaria;No reproductores menores de 4 meses;2
ES380500003603;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1982536;-17.2936286;La Gomera;Ovinos;Canaria;Reproductoras hembra;6
ES380500003603;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1982536;-17.2936286;La Gomera;Ovinos;Canaria;Reproductores macho;1
ES380500006852;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1694979;-17.2503916;La Gomera;Ovinos;Canaria de Pelo;Reproductoras hembra;10
ES380500006852;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1694979;-17.2503916;La Gomera;Ovinos;Canaria de Pelo;Reproductores macho;1
ES380500015770;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.0769216;-17.2951406;La Gomera;Ovinos;Canaria;Reproductoras hembra;8
ES380500019146;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1045027;-17.2988554;La Gomera;Ovinos;Canaria;No reproductores menores de 4 meses;5
ES380500019146;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1045027;-17.2988554;La Gomera;Ovinos;Canaria;Reproductoras hembra;20
ES380500019146;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1045027;-17.2988554;La Gomera;Ovinos;Canaria;Reproductores macho;1
ES380500025760;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.0547162;-17.3064306;La Gomera;Ovinos;Canaria;Reproductoras hembra;24
ES380500026994;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1004026;-17.252232;La Gomera;Ovinos;Canaria;Reproductoras hembra;3
ES380500006852;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1694979;-17.2503916;La Gomera;Porcinos;Mestiza;Cebo;110
ES380500027398;ES702;Santa Cruz de Tenerife;38050;Vallehermoso;28.1708839;-17.2654724;La Gomera;Porcinos;Mestiza;Cebo;2
ES380070006934;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8249417;-17.8218761;La Palma;Abejas;Negra Canaria;Estante;10
ES380070013607;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8317374;-17.793977;La Palma;Abejas;Negra Canaria;Estante;5
ES380070018962;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8207009;-17.8406998;La Palma;Abejas;Negra Canaria;Estante;30
ES380070021074;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8299146;-17.817076;La Palma;Abejas;Negra Canaria;Estante;19
ES380070022375;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8360264;-17.7964643;La Palma;Abejas;Negra Canaria;Estante;4
ES380070023258;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.7938038;-17.7957916;La Palma;Abejas;Negra Canaria;Estante;1
ES380070023680;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8387919;-17.8007514;La Palma;Abejas;Negra Canaria;Estante;16
ES380070023812;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8213126;-17.7921351;La Palma;Abejas;Negra Canaria;Estante;14
ES380070025011;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8169463;-17.7809495;La Palma;Abejas;Negra Canaria;Estante;15
ES380070026149;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8225591;-17.8359798;La Palma;Abejas;Negra Canaria;Estante;7
ES380070026763;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.833553;-17.8369046;La Palma;Abejas;Negra Canaria;Estante;5
ES380070020175;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8333491;-17.8101347;La Palma;Bovinos;Blanc Blue Belge (BBB);Cebo;8
ES380070006686;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8320518;-17.8154193;La Palma;Caprinos;Majorera;No reproductores de 4 a 12 meses;15
ES380070006686;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8320518;-17.8154193;La Palma;Caprinos;Majorera;No reproductores menores de 4 meses;5
ES380070006686;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8320518;-17.8154193;La Palma;Caprinos;Majorera;Reproductoras hembra;133
ES380070006686;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8320518;-17.8154193;La Palma;Caprinos;Mestiza;No reproductores de 4 a 12 meses;5
ES380070006686;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8320518;-17.8154193;La Palma;Caprinos;Mestiza;No reproductores menores de 4 meses;5
ES380070006686;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8320518;-17.8154193;La Palma;Caprinos;Mestiza;Reproductoras hembra;76
ES380070006686;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8320518;-17.8154193;La Palma;Caprinos;Palmera;No reproductores de 4 a 12 meses;6
ES380070006686;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8320518;-17.8154193;La Palma;Caprinos;Palmera;No reproductores menores de 4 meses;5
ES380070006686;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8320518;-17.8154193;La Palma;Caprinos;Palmera;Reproductoras hembra;40
ES380070009141;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8324338;-17.8159541;La Palma;Caprinos;Palmera;No reproductores de 4 a 12 meses;2
ES380070009141;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8324338;-17.8159541;La Palma;Caprinos;Palmera;No reproductores menores de 4 meses;80
ES380070009141;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8324338;-17.8159541;La Palma;Caprinos;Palmera;Reproductoras hembra;342
ES380070009141;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8324338;-17.8159541;La Palma;Caprinos;Palmera;Reproductores macho;26
ES380070014885;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8268564;-17.8304243;La Palma;Caprinos;Palmera;No reproductores de 4 a 12 meses;7
ES380070014885;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8268564;-17.8304243;La Palma;Caprinos;Palmera;Reproductoras hembra;171
ES380070014885;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8268564;-17.8304243;La Palma;Caprinos;Palmera;Reproductores macho;2
ES380070020175;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8333491;-17.8101347;La Palma;Conejos;Común Pardo Español;Cebo;30
ES380070020175;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8333491;-17.8101347;La Palma;Conejos;Común Pardo Español;Madres;8
ES380070020175;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8333491;-17.8101347;La Palma;Conejos;Común Pardo Español;Padres;2
ES380070001748;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8318356;-17.8151706;La Palma;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;29980
ES380070025168;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8166678;-17.7837657;La Palma;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;7012
ES380070020175;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8333491;-17.8101347;La Palma;Ovinos;Canaria de Pelo;Cebo;12
ES380070020175;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8333491;-17.8101347;La Palma;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;10
ES380070020175;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8333491;-17.8101347;La Palma;Ovinos;Canaria de Pelo;Reproductoras hembra;26
ES380070004513;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8250935;-17.8295964;La Palma;Porcinos;Mestiza;Cebo;46
ES380070004513;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8250935;-17.8295964;La Palma;Porcinos;Mestiza;Cerdas;25
ES380070004513;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8250935;-17.8295964;La Palma;Porcinos;Mestiza;Lechones;141
ES380070004513;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8250935;-17.8295964;La Palma;Porcinos;Mestiza;Verracos;2
ES380070020175;ES702;Santa Cruz de Tenerife;38007;Barlovento;28.8333491;-17.8101347;La Palma;Porcinos;Mestiza;Cebo;70
ES380080001675;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6598166;-17.7830505;La Palma;Abejas;Negra Canaria;Estante;12
ES380080001695;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6494145;-17.7932283;La Palma;Abejas;Negra Canaria;Estante;4
ES380080022342;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6520989;-17.7975544;La Palma;Abejas;Negra Canaria;Estante;20
ES380080027111;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6844251;-17.7788469;La Palma;Abejas;Negra Canaria;Estante;30
ES380080000034;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6671861;-17.7812509;La Palma;Bovinos;Mestiza;Cebo;2
ES380080000676;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.641419;-17.7956623;La Palma;Bovinos;Palmera;Reproductoras hembra;2
ES380080003296;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6397468;-17.8035139;La Palma;Bovinos;Mestiza;Reproductoras hembra;2
ES380080003296;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6397468;-17.8035139;La Palma;Bovinos;Mestiza;Reproductores macho;1
ES380080003296;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6397468;-17.8035139;La Palma;Bovinos;Palmera;Cebo;4
ES380080003296;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6397468;-17.8035139;La Palma;Bovinos;Palmera;Reposición;7
ES380080003296;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6397468;-17.8035139;La Palma;Bovinos;Palmera;Reproductoras hembra;7
ES380080007543;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6614905;-17.7891457;La Palma;Bovinos;Palmera;Cebo;4
ES380080007543;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6614905;-17.7891457;La Palma;Bovinos;Palmera;Reproductoras hembra;2
ES380080010424;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6419552;-17.7969188;La Palma;Bovinos;Palmera;Reposición;1
ES380080010424;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6419552;-17.7969188;La Palma;Bovinos;Palmera;Reproductoras hembra;4
ES380080010424;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6419552;-17.7969188;La Palma;Bovinos;Palmera;Reproductores macho;2
ES380080014775;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6456868;-17.793976;La Palma;Bovinos;Palmera;Reproductoras hembra;1
ES380080014933;ES702;Santa Cruz de Tenerife;38008;Breña Alta;28.6462332;-17.8034695;La Palma;Bovinos;Mestiza;Reproductoras hembra;2
